Policy_ID,Trip_Type,Destination,Duration_Days,Premium,Coverage_Amount,Medical_Cover,Trip_Cancellation,Baggage_Loss,Claim_Status,No_Claim_Years
T07601,International,UK,1,5212.3,327758,Yes,No,No,No,4
T07602,Domestic,USA,17,939.17,76886,Yes,No,No,Yes,5
T07603,International,UAE,13,6210.84,460357,Yes,No,No,No,5
T07604,Domestic,UK,6,4660.88,356700,Yes,No,No,No,1
T07605,International,Australia,27,8267.19,501928,Yes,Yes,No,No,4
T07606,Domestic,Europe,2,1006.97,33420,Yes,No,No,No,5
T07607,International,India,12,4334.21,140970,Yes,No,No,No,4
T07608,International,Europe,4,5063.61,290520,Yes,No,No,No,3
T07609,International,UAE,10,4662.84,185562,Yes,No,No,No,1
T07610,International,Europe,4,6309.37,272220,Yes,No,No,No,5
T07611,International,UAE,7,4444.31,127494,Yes,Yes,No,No,3
T07612,Domestic,USA,28,9534.0,228816,Yes,Yes,No,Yes,0
T07613,Domestic,UAE,1,3450.0,172500,Yes,Yes,No,Yes,0
T07614,International,Singapore,19,9129.68,484432,No,No,No,No,1
T07615,Domestic,India,26,2519.23,61314,Yes,No,No,No,5
T07616,Domestic,Singapore,5,5029.42,339404,Yes,No,No,No,5
T07617,International,India,14,4241.2,314364,Yes,No,No,No,5
T07618,Domestic,Australia,5,4742.82,179970,Yes,No,No,No,4
T07619,Domestic,Europe,6,5417.5,322336,Yes,No,No,No,3
T07620,International,Europe,15,7562.2,468496,No,No,No,No,5
T07621,International,Australia,23,8529.08,625278,Yes,Yes,Yes,Yes,3
T07622,Domestic,Australia,4,4267.9,182910,Yes,Yes,No,No,1
T07623,International,USA,26,1514.97,46928,Yes,No,No,No,5
T07624,International,India,16,7093.24,275044,Yes,No,No,No,1
T07625,International,Singapore,20,2066.36,139446,Yes,No,No,No,5
T07626,International,UAE,27,4159.0,212109,Yes,No,No,No,0
T07627,Domestic,UAE,20,9022.96,544910,No,Yes,Yes,Yes,2
T07628,International,Australia,4,3742.62,217683,Yes,No,Yes,No,1
T07629,Domestic,India,5,2236.3,173180,No,Yes,Yes,No,5
T07630,Domestic,Australia,14,8241.19,214525,Yes,No,No,No,2
T07631,International,India,10,574.28,14650,No,No,No,No,1
T07632,Domestic,Europe,28,2659.19,196044,Yes,Yes,No,No,4
T07633,Domestic,USA,2,6417.84,142000,Yes,No,Yes,Yes,5
T07634,Domestic,Australia,26,7037.67,236530,Yes,No,No,No,4
T07635,International,Europe,19,5219.0,193103,Yes,Yes,No,No,0
T07636,Domestic,UK,22,2613.24,69384,No,No,No,No,5
T07637,International,India,12,4902.0,377454,No,No,No,No,0
T07638,International,India,14,3630.31,230580,Yes,No,No,No,2
T07639,Domestic,UAE,6,1504.3,67540,Yes,Yes,No,Yes,1
T07640,International,India,26,9161.56,632710,Yes,No,No,No,3
T07641,Domestic,Europe,17,2427.0,172317,No,No,Yes,Yes,0
T07642,Domestic,Australia,5,8592.14,529482,Yes,Yes,No,No,3
T07643,Domestic,UK,29,3630.18,177422,Yes,No,No,Yes,3
T07644,International,Europe,6,9107.14,288083,Yes,No,No,No,1
T07645,International,USA,8,950.8,76230,Yes,No,Yes,Yes,2
T07646,International,Australia,9,5247.9,107100,Yes,No,No,No,1
T07647,International,India,25,1905.47,145452,Yes,Yes,No,Yes,5
T07648,Domestic,Europe,22,6068.0,127428,Yes,Yes,No,Yes,0
T07649,International,Australia,23,4505.49,349451,Yes,No,No,No,3
T07650,Domestic,Europe,17,8636.74,564032,Yes,No,No,No,1
T07651,International,Singapore,14,3743.6,95500,No,Yes,Yes,Yes,1
T07652,International,UK,19,9464.84,608454,Yes,No,No,No,1
T07653,Domestic,UAE,21,3887.0,233220,No,No,No,No,0
T07654,International,UK,27,7838.78,587664,Yes,No,No,No,2
T07655,Domestic,India,7,1772.82,130248,Yes,No,No,No,1
T07656,Domestic,Singapore,27,1450.0,111650,Yes,No,Yes,Yes,0
T07657,International,Europe,24,7231.18,315003,Yes,No,No,No,3
T07658,International,India,23,1109.11,62577,Yes,No,No,No,5
T07659,International,Singapore,4,7541.28,523264,Yes,Yes,No,No,4
T07660,International,USA,15,5287.0,359516,Yes,Yes,No,Yes,0
T07661,International,UK,18,3783.55,283038,Yes,No,Yes,No,4
T07662,Domestic,UAE,18,6550.32,233940,Yes,No,No,Yes,1
T07663,Domestic,Europe,9,6776.7,138300,Yes,No,No,No,1
T07664,International,Europe,28,2196.0,142740,Yes,No,No,No,0
T07665,Domestic,India,4,7387.25,584657,Yes,No,No,No,4
T07666,Domestic,Singapore,26,9767.66,438548,Yes,No,Yes,No,1
T07667,International,Europe,13,3489.94,77868,Yes,No,No,No,3
T07668,International,India,7,5428.18,169560,Yes,No,No,Yes,2
T07669,Domestic,UK,9,6405.87,226780,Yes,Yes,No,No,2
T07670,International,USA,27,3990.56,142520,Yes,No,No,No,1
T07671,Domestic,Australia,13,6947.28,271152,No,No,No,No,4
T07672,International,USA,13,5155.06,387804,Yes,No,Yes,No,5
T07673,Domestic,Australia,11,7409.78,453660,Yes,No,Yes,No,1
T07674,Domestic,Europe,22,6860.76,258060,Yes,Yes,Yes,No,5
T07675,International,Singapore,21,1154.31,67681,Yes,Yes,No,No,5
T07676,International,Europe,13,6107.92,443674,Yes,No,Yes,No,4
T07677,Domestic,USA,27,6742.35,425163,Yes,No,No,No,5
T07678,International,Europe,26,6372.81,135420,Yes,No,No,Yes,3
T07679,International,India,26,3950.5,274112,Yes,No,No,No,4
T07680,International,UAE,8,9341.36,467068,Yes,Yes,No,No,1
T07681,International,USA,11,9001.56,296484,No,Yes,No,No,3
T07682,International,USA,24,3385.0,250490,No,No,Yes,Yes,0
T07683,International,Europe,12,4486.03,270918,Yes,No,Yes,No,2
T07684,International,India,16,6750.24,206640,Yes,No,Yes,No,1
T07685,International,Europe,5,1282.82,51051,Yes,Yes,No,No,1
T07686,Domestic,UK,14,1538.6,45530,Yes,No,No,Yes,1
T07687,International,UK,28,5335.62,396830,Yes,Yes,No,Yes,3
T07688,Domestic,Singapore,11,7453.0,514257,Yes,No,No,No,0
T07689,International,UAE,8,864.26,27173,Yes,No,No,No,4
T07690,Domestic,USA,13,3326.0,73172,Yes,No,No,No,0
T07691,Domestic,India,5,2513.92,122866,No,No,No,No,3
T07692,Domestic,India,17,4389.42,349362,Yes,Yes,Yes,No,1
T07693,Domestic,Australia,12,8858.73,498096,Yes,Yes,No,Yes,2
T07694,International,UK,23,6315.12,148212,Yes,No,No,No,1
T07695,International,Australia,20,8621.38,401921,Yes,No,No,Yes,4
T07696,Domestic,Singapore,6,3407.78,233740,No,Yes,No,No,5
T07697,International,Europe,25,8728.12,627072,Yes,No,No,No,2
T07698,International,UAE,25,5798.66,142008,Yes,Yes,Yes,Yes,1
T07699,International,UK,27,2255.98,138591,Yes,No,No,No,2
T07700,International,UK,24,7498.93,248880,Yes,No,No,No,5
T07701,International,UK,6,5856.0,163968,No,No,No,No,0
T07702,Domestic,UAE,2,6929.06,242946,Yes,No,No,No,3
T07703,International,Singapore,24,4353.16,279846,Yes,No,No,No,1
T07704,International,Singapore,6,5812.76,371818,Yes,No,No,No,4
T07705,Domestic,UAE,1,4976.0,343344,Yes,Yes,No,No,0
T07706,Domestic,India,19,7370.58,270756,Yes,No,No,No,1
T07707,International,India,16,5207.0,333248,No,No,No,No,0
T07708,International,USA,27,6595.85,250285,No,No,Yes,No,4
T07709,International,Europe,25,9771.58,488579,No,No,Yes,Yes,1
T07710,International,India,28,4639.83,225852,Yes,Yes,No,No,5
T07711,Domestic,Europe,8,7091.26,462855,Yes,Yes,No,No,5
T07712,International,UK,28,7424.14,458793,Yes,Yes,No,Yes,4
T07713,Domestic,Australia,26,8490.9,698439,Yes,No,No,No,2
T07714,International,India,15,4790.78,405132,Yes,No,No,No,4
T07715,Domestic,India,20,4414.96,340178,No,No,No,No,2
T07716,International,UK,14,4980.36,172788,No,No,No,Yes,1
T07717,Domestic,USA,19,8270.0,180831,Yes,Yes,No,No,2
T07718,Domestic,USA,21,3935.68,220880,Yes,No,No,No,1
T07719,Domestic,Singapore,8,528.22,29106,Yes,No,No,Yes,1
T07720,Domestic,India,11,1799.56,38240,Yes,Yes,No,No,3
T07721,Domestic,India,20,8827.84,513456,Yes,No,No,Yes,1
T07722,Domestic,Australia,23,4646.42,159654,Yes,No,Yes,No,2
T07723,International,Europe,12,8855.68,668039,Yes,No,No,No,3
T07724,Domestic,Singapore,27,1559.56,117647,Yes,No,No,No,3
T07725,Domestic,Singapore,26,5415.48,425502,No,No,No,No,1
T07726,Domestic,UK,26,4340.66,131768,Yes,No,No,No,4
T07727,International,UK,26,1422.29,64764,Yes,No,No,No,4
T07728,Domestic,Europe,5,4425.6,205632,Yes,No,Yes,Yes,5
T07729,Domestic,UK,24,8874.5,707175,Yes,Yes,No,No,3
T07730,Domestic,UAE,28,3221.26,243238,Yes,No,No,Yes,1
T07731,International,Singapore,23,9083.48,216656,Yes,No,No,No,4
T07732,International,UAE,9,9239.44,254556,Yes,Yes,Yes,No,1
T07733,Domestic,Europe,11,8584.8,569400,Yes,Yes,No,No,1
T07734,International,UAE,25,4404.78,238680,Yes,No,No,No,3
T07735,International,Australia,14,1493.28,85904,Yes,No,No,Yes,5
T07736,Domestic,India,28,9254.74,344155,Yes,Yes,No,No,3
T07737,Domestic,UAE,26,5825.0,221350,Yes,Yes,No,No,0
T07738,International,Australia,13,4297.31,172383,Yes,No,No,No,4
T07739,International,Singapore,3,3943.12,111150,Yes,No,No,No,4
T07740,Domestic,Australia,26,1301.46,66317,Yes,No,Yes,Yes,4
T07741,Domestic,UK,19,8463.04,326044,Yes,Yes,No,No,2
T07742,Domestic,UK,5,8652.42,335502,Yes,No,No,Yes,1
T07743,International,Australia,20,4421.72,136242,Yes,No,Yes,No,3
T07744,International,Europe,23,2158.34,142740,Yes,Yes,No,No,4
T07745,International,Australia,26,6196.0,130116,Yes,Yes,No,No,0
T07746,International,India,21,5676.25,215390,Yes,Yes,No,No,4
T07747,Domestic,India,20,1689.43,95319,Yes,No,No,Yes,5
T07748,International,Australia,4,9699.06,217734,Yes,Yes,Yes,No,1
T07749,International,USA,8,7449.96,539742,Yes,No,Yes,No,1
T07750,Domestic,Australia,24,7771.42,503677,Yes,No,No,No,3
T07751,International,Europe,2,4889.4,234186,Yes,No,Yes,No,2
T07752,International,UK,11,4535.6,130113,Yes,Yes,No,No,3
T07753,Domestic,UK,13,4764.95,392616,Yes,No,No,No,4
T07754,Domestic,UK,20,712.29,55160,No,No,No,Yes,5
T07755,International,Europe,13,6249.0,193719,Yes,No,Yes,No,0
T07756,International,UAE,13,9115.44,697320,Yes,No,Yes,No,3
T07757,Domestic,Singapore,7,8224.87,231228,Yes,No,No,No,2
T07758,International,Europe,28,1645.2,78660,Yes,No,Yes,No,3
T07759,Domestic,Singapore,19,8544.62,488264,Yes,No,No,No,1
T07760,International,Singapore,28,1487.78,103232,No,No,No,No,4
T07761,Domestic,Australia,16,2329.9,199554,Yes,No,No,No,4
T07762,International,UAE,9,908.53,70920,Yes,Yes,No,No,4
T07763,International,India,18,7776.49,219206,Yes,Yes,Yes,No,4
T07764,Domestic,Australia,5,6155.89,427136,Yes,No,Yes,Yes,4
T07765,International,Singapore,15,5429.98,229593,No,No,No,No,4
T07766,Domestic,Europe,9,2357.0,80138,Yes,No,No,No,0
T07767,International,Singapore,16,5734.55,280637,No,Yes,No,Yes,2
T07768,International,India,13,2576.17,128478,Yes,Yes,No,No,4
T07769,International,Australia,13,3561.16,163152,Yes,No,Yes,Yes,2
T07770,Domestic,USA,2,4270.12,179512,Yes,No,No,No,5
T07771,International,USA,1,2590.01,92664,Yes,No,Yes,No,4
T07772,Domestic,Australia,8,1218.84,31080,No,No,No,No,3
T07773,Domestic,India,2,2241.35,150660,No,No,No,No,4
T07774,International,India,16,4383.54,174447,No,Yes,No,Yes,1
T07775,Domestic,UK,2,2648.0,201248,Yes,No,No,No,0
T07776,Domestic,Australia,6,8629.79,724351,Yes,Yes,No,No,3
T07777,International,India,9,2256.04,174981,Yes,No,No,No,3
T07778,Domestic,Australia,4,6713.0,369900,Yes,Yes,Yes,No,1
T07779,International,USA,24,2258.88,193471,Yes,No,No,No,4
T07780,Domestic,UAE,23,8643.0,216075,Yes,No,No,No,0
T07781,Domestic,India,13,9003.44,640922,Yes,No,No,No,3
T07782,Domestic,India,8,7287.0,284193,No,No,No,No,0
T07783,Domestic,Singapore,29,9218.98,352620,Yes,No,No,No,3
T07784,Domestic,UAE,23,6935.29,338355,Yes,No,No,No,4
T07785,International,India,18,3944.71,257476,Yes,No,No,No,5
T07786,International,Singapore,8,6651.4,325082,Yes,No,No,No,3
T07787,Domestic,USA,17,5839.33,478040,Yes,No,Yes,No,5
T07788,International,Europe,25,647.54,44032,Yes,No,No,No,3
T07789,International,UK,5,6432.76,167450,Yes,No,Yes,No,2
T07790,International,Europe,15,5867.18,292606,Yes,No,No,No,4
T07791,International,Singapore,28,8919.96,518814,No,No,No,No,1
T07792,Domestic,Europe,6,1669.54,144066,Yes,No,No,No,5
T07793,International,USA,15,3660.3,112050,Yes,No,No,No,1
T07794,International,Europe,4,2479.33,158592,Yes,No,No,No,4
T07795,International,India,6,5198.9,291775,Yes,No,No,No,1
T07796,Domestic,UK,8,4953.12,381270,Yes,No,Yes,Yes,4
T07797,Domestic,India,10,1561.14,65313,No,Yes,No,Yes,1
T07798,Domestic,Singapore,1,2485.78,63250,Yes,No,No,Yes,5
T07799,International,India,8,1573.14,117936,Yes,No,No,No,2
T07800,International,Australia,26,1175.02,33572,No,No,No,No,1
T07801,International,India,28,3100.45,267540,Yes,Yes,No,Yes,5
T07802,Domestic,Europe,1,2144.04,45560,No,No,No,Yes,3
T07803,International,UAE,7,7117.92,339548,Yes,No,Yes,No,4
T07804,International,Europe,1,2239.0,161208,Yes,No,Yes,No,0
T07805,International,UK,3,4647.0,264879,No,No,Yes,No,0
T07806,International,UAE,2,3698.7,316790,Yes,No,No,Yes,4
T07807,International,Australia,22,5187.12,367268,Yes,No,Yes,No,2
T07808,International,USA,10,8830.78,621759,Yes,No,No,No,1
T07809,International,UK,7,8664.73,333814,Yes,No,No,No,2
T07810,International,India,19,4878.0,165852,Yes,No,No,No,0
T07811,International,Singapore,28,2960.34,91700,Yes,No,No,No,5
T07812,Domestic,India,17,4895.01,143289,Yes,No,No,No,4
T07813,Domestic,USA,19,5758.34,168561,No,Yes,Yes,No,4
T07814,International,UK,5,3391.17,81213,No,No,No,No,2
T07815,International,USA,9,3167.34,112128,Yes,No,No,No,5
T07816,International,Australia,24,6643.09,138340,Yes,No,Yes,No,2
T07817,Domestic,UAE,16,1580.74,46777,Yes,Yes,Yes,No,1
T07818,International,India,8,2975.11,110635,Yes,Yes,No,No,3
T07819,Domestic,Singapore,2,3135.7,83256,No,Yes,No,No,5
T07820,International,India,12,3955.83,285804,Yes,No,Yes,No,3
T07821,International,UAE,18,6433.7,433290,No,No,No,Yes,1
T07822,Domestic,UAE,29,5375.15,137064,Yes,No,No,No,3
T07823,Domestic,Australia,25,4969.0,352799,Yes,No,No,No,0
T07824,International,Europe,24,7927.66,665417,No,No,Yes,No,3
T07825,Domestic,UAE,1,8011.5,384225,Yes,Yes,No,Yes,1
T07826,International,Europe,10,6135.63,228165,No,No,No,No,3
T07827,International,USA,9,3146.2,221715,Yes,No,Yes,No,4
T07828,International,Singapore,27,5587.61,279264,No,Yes,No,No,2
T07829,International,Singapore,19,6659.0,159816,Yes,No,Yes,No,0
T07830,International,Europe,3,1849.35,148370,Yes,No,Yes,No,4
T07831,International,UK,13,2582.63,154000,No,No,No,No,4
T07832,International,India,17,6745.34,309735,Yes,No,Yes,Yes,1
T07833,International,Singapore,8,1447.32,33154,Yes,Yes,No,No,2
T07834,International,UK,24,2334.73,116688,Yes,No,No,No,2
T07835,Domestic,Australia,20,1766.26,95746,Yes,No,No,Yes,5
T07836,International,USA,22,8919.0,258651,Yes,No,No,No,0
T07837,International,India,12,8575.98,350040,Yes,No,No,Yes,1
T07838,Domestic,UK,28,9788.0,215336,Yes,No,No,No,0
T07839,International,UK,9,7414.86,607022,Yes,No,No,Yes,5
T07840,International,Singapore,20,6380.34,515204,Yes,Yes,No,No,3
T07841,International,India,3,4034.44,113724,Yes,Yes,No,Yes,4
T07842,International,USA,23,9647.0,549879,No,Yes,No,No,0
T07843,International,Europe,4,3364.8,178752,No,Yes,Yes,No,4
T07844,Domestic,Europe,4,7217.7,184125,No,No,No,No,1
T07845,Domestic,India,2,8705.08,730671,Yes,No,No,No,3
T07846,Domestic,UK,10,5256.72,386208,Yes,Yes,Yes,No,1
T07847,International,UK,25,1381.67,101292,Yes,No,No,No,3
T07848,International,USA,25,9056.15,625430,Yes,No,No,No,3
T07849,Domestic,Australia,8,2101.15,166294,Yes,No,No,No,4
T07850,Domestic,UAE,27,6345.5,207200,No,Yes,No,Yes,1
T07851,International,USA,14,8332.94,255090,No,No,No,No,1
T07852,Domestic,USA,9,2245.0,110005,Yes,Yes,No,No,0
T07853,Domestic,India,18,5412.54,370041,Yes,No,No,Yes,1
T07854,Domestic,USA,28,5310.0,350460,Yes,No,No,Yes,0
T07855,International,Singapore,10,6282.94,215886,Yes,Yes,No,No,2
T07856,International,Europe,2,5611.62,233720,Yes,No,No,No,2
T07857,International,UK,28,5105.49,132900,Yes,Yes,No,Yes,2
T07858,Domestic,UAE,11,6392.53,226304,Yes,No,Yes,Yes,5
T07859,Domestic,USA,9,3498.6,224910,Yes,No,Yes,No,1
T07860,Domestic,India,28,6678.17,539324,Yes,No,No,No,5
T07861,International,USA,21,7432.32,333696,Yes,No,No,No,1
T07862,International,UAE,7,945.0,35910,Yes,No,No,No,0
T07863,International,UK,20,7649.88,541632,Yes,Yes,No,Yes,5
T07864,International,USA,22,6463.94,257436,Yes,No,No,No,5
T07865,International,UAE,25,6605.85,387324,Yes,No,No,No,5
T07866,International,UK,5,2053.68,113464,Yes,No,Yes,No,3
T07867,Domestic,USA,7,6778.0,366012,Yes,Yes,Yes,No,0
T07868,Domestic,UK,23,5541.51,219260,Yes,Yes,No,No,2
T07869,International,Singapore,5,9865.0,621495,Yes,No,No,Yes,0
T07870,International,Singapore,18,3305.47,224768,Yes,No,No,No,3
T07871,International,Singapore,16,3232.04,164900,Yes,No,No,No,1
T07872,Domestic,Singapore,2,8175.0,408750,Yes,No,No,No,0
T07873,Domestic,Singapore,1,3923.02,130200,Yes,No,No,No,5
T07874,International,Singapore,14,8955.73,382325,Yes,Yes,No,No,2
T07875,Domestic,UK,24,8706.99,190386,Yes,Yes,No,No,2
T07876,International,Singapore,22,2693.04,153888,Yes,No,No,Yes,1
T07877,International,UK,4,2742.0,71292,No,Yes,No,No,0
T07878,Domestic,Singapore,15,1397.67,72765,Yes,No,No,No,3
T07879,International,UAE,13,9058.14,702468,Yes,No,No,No,1
T07880,International,UK,12,3184.0,120992,No,No,No,No,0
T07881,Domestic,Europe,5,7701.77,200400,Yes,No,No,No,4
T07882,International,India,20,1742.17,136050,Yes,No,No,No,2
T07883,International,Singapore,7,5685.74,241640,Yes,No,No,Yes,3
T07884,Domestic,UK,28,1839.48,81400,Yes,No,No,No,5
T07885,Domestic,Australia,23,5912.57,270126,Yes,No,No,No,3
T07886,International,UAE,21,3954.65,323750,Yes,No,No,Yes,5
T07887,International,UAE,18,8560.14,409275,Yes,Yes,Yes,No,3
T07888,International,USA,3,2704.49,126720,Yes,No,No,No,2
T07889,International,USA,16,5796.84,198803,Yes,No,No,Yes,5
T07890,International,UK,19,7074.0,403218,Yes,No,No,No,0
T07891,Domestic,UK,12,1401.98,94611,Yes,No,No,No,5
T07892,Domestic,UAE,10,5597.76,257040,Yes,No,No,No,1
T07893,Domestic,India,28,5603.0,229723,Yes,No,No,No,0
T07894,International,Europe,16,1030.96,78900,Yes,Yes,No,No,1
T07895,International,UK,13,3444.76,201300,Yes,No,No,Yes,3
T07896,Domestic,Europe,17,8253.0,470421,Yes,Yes,Yes,Yes,0
T07897,International,India,8,3915.36,178880,Yes,No,No,Yes,3
T07898,International,UAE,13,5521.3,191552,Yes,No,Yes,No,4
T07899,Domestic,Europe,15,5940.8,492336,Yes,No,No,No,3
T07900,International,USA,11,7329.06,163527,No,No,No,No,3
T07901,Domestic,India,16,1093.68,88164,Yes,Yes,No,No,1
T07902,Domestic,UK,18,6670.03,332055,No,No,No,No,5
T07903,International,Singapore,8,5534.21,474000,No,No,No,No,4
T07904,Domestic,Europe,24,4767.14,222860,Yes,No,No,No,3
T07905,International,Singapore,13,2281.45,101808,Yes,No,No,No,3
T07906,International,UAE,8,9140.67,406310,Yes,Yes,No,Yes,4
T07907,International,Australia,2,3812.15,231448,Yes,Yes,No,No,4
T07908,International,USA,8,5235.0,146580,Yes,No,Yes,No,0
T07909,International,UAE,23,5508.58,342881,No,No,Yes,No,1
T07910,International,UAE,11,3135.13,248127,Yes,Yes,No,No,4
T07911,Domestic,Europe,6,3412.76,192400,Yes,No,Yes,No,4
T07912,Domestic,India,8,1513.59,94560,No,Yes,No,Yes,2
T07913,International,UK,19,2954.01,215688,Yes,Yes,No,No,5
T07914,Domestic,Singapore,10,1103.15,87308,Yes,No,Yes,No,4
T07915,International,Europe,9,4533.48,291438,Yes,No,No,Yes,1
T07916,International,UK,26,2906.11,237910,Yes,Yes,No,No,5
T07917,Domestic,UK,29,5126.13,436667,Yes,No,No,No,5
T07918,International,India,26,1851.32,68845,Yes,No,No,No,3
T07919,International,India,20,2071.56,90241,Yes,No,No,No,3
T07920,International,UK,19,2069.68,125343,No,No,Yes,Yes,3
T07921,Domestic,UK,29,2637.22,126090,Yes,No,No,Yes,3
T07922,International,UAE,10,9032.56,545490,Yes,No,No,No,2
T07923,International,Australia,4,7099.47,323274,Yes,No,No,Yes,4
T07924,Domestic,Australia,16,6062.22,373578,Yes,Yes,No,No,3
T07925,International,UK,23,5809.0,116180,Yes,No,No,No,0
T07926,International,UAE,25,8043.43,282018,Yes,No,Yes,No,3
T07927,International,Australia,20,5557.27,421750,Yes,Yes,No,No,4
T07928,Domestic,UAE,1,3455.12,190892,Yes,No,No,No,3
T07929,Domestic,Singapore,18,3320.1,72597,Yes,Yes,No,No,2
T07930,Domestic,Singapore,9,2972.34,194112,Yes,No,No,No,1
T07931,International,India,15,4617.76,164920,Yes,No,No,Yes,1
T07932,International,UAE,25,2217.37,117796,Yes,No,Yes,No,4
T07933,International,Singapore,19,8768.06,671025,Yes,No,Yes,Yes,1
T07934,International,UAE,22,3224.2,184240,Yes,No,No,Yes,1
T07935,Domestic,India,24,1111.0,75548,Yes,No,No,No,0
T07936,International,Australia,17,7060.73,199030,Yes,No,Yes,Yes,4
T07937,International,Australia,5,5720.53,465150,Yes,Yes,Yes,No,4
T07938,Domestic,USA,5,1022.14,20860,Yes,Yes,No,No,1
T07939,Domestic,India,16,3381.0,82800,Yes,No,No,No,1
T07940,Domestic,USA,26,6695.36,218624,Yes,No,Yes,No,1
T07941,Domestic,UAE,2,3033.56,67120,Yes,No,No,No,5
T07942,International,UAE,27,4260.33,248416,Yes,No,No,No,2
T07943,Domestic,India,9,7500.36,573768,Yes,Yes,No,No,3
T07944,International,India,12,8885.62,721656,Yes,No,No,No,2
T07945,International,USA,6,6603.23,307837,No,No,Yes,No,4
T07946,Domestic,UK,21,4217.0,215067,No,Yes,Yes,Yes,0
T07947,International,Europe,22,3416.53,76230,No,No,No,Yes,3
T07948,Domestic,UAE,1,1947.0,136290,Yes,No,Yes,No,0
T07949,International,Singapore,10,1341.42,51940,Yes,No,No,No,5
T07950,Domestic,UK,11,3492.09,230946,Yes,Yes,No,No,4
T07951,Domestic,USA,4,5271.67,244944,No,No,Yes,No,5
T07952,International,Europe,6,5954.81,154944,Yes,Yes,No,No,4
T07953,International,Australia,3,7196.0,172704,No,No,No,No,0
T07954,International,Australia,27,4442.0,124376,No,No,Yes,No,0
T07955,Domestic,Australia,21,6239.0,480403,Yes,No,Yes,No,0
T07956,International,India,23,2977.4,161400,Yes,Yes,No,No,4
T07957,International,India,6,1523.9,121290,Yes,No,Yes,Yes,1
T07958,International,UK,26,5139.0,210699,Yes,No,No,Yes,0
T07959,Domestic,UK,10,5683.85,238944,No,No,Yes,Yes,5
T07960,International,Europe,29,8337.08,345462,Yes,No,No,Yes,3
T07961,International,India,23,6126.37,491508,No,No,No,No,4
T07962,International,Europe,1,7444.69,205900,Yes,Yes,No,No,5
T07963,International,India,9,6047.64,132237,No,No,No,No,2
T07964,Domestic,UK,28,7386.44,492224,Yes,Yes,No,No,2
T07965,International,UK,15,5469.27,331227,No,Yes,No,No,3
T07966,Domestic,Europe,23,1024.1,59565,Yes,No,No,No,1
T07967,Domestic,USA,14,5575.0,245300,Yes,Yes,No,No,0
T07968,International,Europe,24,7614.15,437515,Yes,Yes,No,No,4
T07969,International,Australia,12,8328.73,331704,Yes,Yes,No,No,5
T07970,International,India,24,1183.0,26026,Yes,No,No,No,0
T07971,International,Europe,25,2376.41,99902,Yes,No,No,No,5
T07972,International,India,8,7569.88,295452,Yes,No,No,No,4
T07973,International,USA,12,2950.35,239616,Yes,Yes,No,Yes,2
T07974,International,USA,9,1326.0,30498,Yes,No,Yes,No,0
T07975,Domestic,UAE,6,7892.84,503160,No,No,No,No,3
T07976,International,Australia,3,3570.14,174864,Yes,No,Yes,No,1
T07977,International,India,29,2694.63,114520,No,Yes,No,No,3
T07978,International,UAE,7,4139.52,185856,Yes,Yes,No,No,1
T07979,International,Europe,27,6064.4,362286,Yes,No,No,No,5
T07980,International,UAE,17,4364.0,301116,Yes,No,No,No,0
T07981,International,Australia,13,8886.0,239922,Yes,No,Yes,No,0
T07982,International,UAE,4,2611.7,175890,No,No,No,No,1
T07983,Domestic,India,26,4750.14,232462,Yes,No,No,No,2
T07984,International,Europe,15,4905.15,244628,Yes,No,Yes,No,4
T07985,Domestic,USA,8,6965.76,214629,Yes,Yes,No,No,3
T07986,International,USA,7,8848.48,479661,Yes,No,No,No,5
T07987,Domestic,Europe,9,6931.88,353520,Yes,No,No,No,3
T07988,International,UK,12,9215.21,225193,Yes,No,No,No,3
T07989,International,Australia,27,6877.93,525021,Yes,Yes,No,No,5
T07990,International,UAE,23,6268.69,291270,Yes,No,No,No,5
T07991,International,India,27,589.0,41819,Yes,No,No,Yes,0
T07992,Domestic,UAE,2,2847.11,111925,Yes,Yes,No,No,3
T07993,Domestic,UAE,7,8019.99,513005,No,No,No,No,4
T07994,International,Europe,27,3752.19,268488,Yes,Yes,Yes,No,4
T07995,International,UK,19,4917.64,130468,Yes,No,No,No,1
T07996,Domestic,USA,28,6128.58,372900,Yes,No,Yes,No,5
T07997,International,UAE,7,1680.0,33600,Yes,No,No,Yes,0
T07998,International,Australia,25,1360.49,81125,Yes,Yes,No,No,4
T07999,Domestic,India,15,3344.11,177582,Yes,No,No,No,2
T08000,International,India,5,8598.0,189156,Yes,Yes,No,No,0
T08001,International,Australia,7,1243.0,49720,No,No,No,No,0
T08002,Domestic,Singapore,1,5377.41,151580,Yes,No,No,No,4
T08003,Domestic,UAE,3,2656.47,132768,Yes,No,No,No,2
T08004,Domestic,UK,3,7458.78,509937,No,Yes,No,No,1
T08005,International,Australia,28,7470.26,178178,Yes,No,No,No,4
T08006,International,Australia,7,5944.88,204270,Yes,No,No,No,2
T08007,International,India,1,5193.0,181755,Yes,No,No,No,0
T08008,International,USA,19,4910.53,219859,No,No,No,No,2
T08009,Domestic,UAE,16,3883.0,170852,Yes,Yes,No,No,0
T08010,Domestic,Europe,29,3012.45,241684,Yes,No,No,Yes,4
T08011,Domestic,Singapore,6,3122.14,210694,Yes,Yes,Yes,No,5
T08012,International,Europe,21,8928.52,493680,Yes,Yes,Yes,No,4
