Policy_ID,Sub_Type,Business_Type,Employees,Annual_Premium,Coverage_Amount,Risk_Level,Claim_Status,No_Claim_Years
B08443,Liability,Healthcare,166,149927.92,5141784,High,No,5
B08444,Liability,Construction,89,99173.79,4233783,Medium,No,2
B08445,Liability,Construction,483,151530.57,3688014,Medium,Yes,5
B08446,Workers Compensation,IT,121,62954.47,766106,Low,Yes,5
B08447,Liability,Retail,252,186132.0,4094904,Low,No,0
B08448,Liability,Construction,292,129448.47,2695720,Medium,No,2
B08449,Professional Indemnity,Construction,373,171401.0,3599421,High,Yes,0
B08450,Workers Compensation,Manufacturing,455,22340.68,629746,Low,Yes,4
B08451,Workers Compensation,IT,109,107788.04,4054330,Low,No,5
B08452,Liability,IT,238,161661.62,6484916,Low,Yes,4
B08453,Liability,Manufacturing,316,161982.02,5228491,Medium,No,2
B08454,Professional Indemnity,IT,179,121486.05,5510359,Low,No,5
B08455,Workers Compensation,Construction,102,160466.23,4349300,High,No,4
B08456,Liability,Healthcare,286,67974.77,2744436,Medium,No,3
B08457,Liability,IT,392,60867.8,2794950,Medium,No,1
B08458,Professional Indemnity,Manufacturing,384,53686.57,2435113,Medium,No,5
B08459,Workers Compensation,Healthcare,434,89488.7,4291805,Medium,No,1
B08460,Workers Compensation,Healthcare,69,153500.0,1535000,Medium,No,0
B08461,Professional Indemnity,Healthcare,361,168389.38,4746612,Low,No,4
B08462,Workers Compensation,Healthcare,123,161439.0,2098707,Low,No,0
B08463,Liability,Healthcare,148,81500.21,4327824,High,No,5
B08464,Workers Compensation,Healthcare,278,140093.94,3716778,Low,Yes,1
B08465,Professional Indemnity,Manufacturing,66,71580.18,2921640,Medium,No,1
B08466,Workers Compensation,Healthcare,90,110765.35,1681232,Medium,No,4
B08467,Workers Compensation,IT,133,89024.45,2265201,Medium,Yes,5
B08468,Liability,IT,83,107321.3,1254297,Low,Yes,3
B08469,Liability,Construction,182,69814.8,2596195,Low,No,3
B08470,Professional Indemnity,Manufacturing,418,41990.81,864975,Low,Yes,4
B08471,Workers Compensation,Manufacturing,78,89804.53,1688950,High,No,5
B08472,Liability,Retail,44,169884.53,6998954,Medium,No,4
B08473,Professional Indemnity,Healthcare,446,44251.44,2056110,Medium,No,5
B08474,Workers Compensation,Manufacturing,119,130723.0,1960845,Low,Yes,0
B08475,Liability,Construction,360,42089.5,1962176,Medium,No,4
B08476,Professional Indemnity,Manufacturing,342,30280.44,803976,High,No,5
B08477,Professional Indemnity,Healthcare,484,173395.8,3500370,Medium,No,3
B08478,Workers Compensation,IT,257,137544.2,3499772,Low,Yes,5
B08479,Liability,Construction,448,145418.26,4343625,Low,Yes,5
B08480,Liability,Retail,296,37394.65,689214,Low,No,4
B08481,Professional Indemnity,Retail,144,57472.0,632192,Medium,No,0
B08482,Liability,Healthcare,136,104023.0,2288506,Medium,Yes,0
B08483,Workers Compensation,Construction,227,63749.0,1529976,Medium,No,0
B08484,Professional Indemnity,Construction,425,173279.0,8490671,High,Yes,0
B08485,Liability,Retail,252,68136.54,2554056,Medium,No,2
B08486,Workers Compensation,Retail,419,150243.63,2443335,Low,No,4
B08487,Professional Indemnity,Retail,336,56240.24,1205148,High,No,1
B08488,Liability,Construction,210,85905.68,2328400,Medium,No,4
B08489,Workers Compensation,Construction,274,64508.15,2283712,Medium,No,2
B08490,Workers Compensation,Retail,142,185440.0,9086560,Low,No,0
B08491,Liability,Retail,194,168912.27,5276310,High,Yes,2
B08492,Workers Compensation,Healthcare,77,143536.49,2592585,Low,No,3
B08493,Liability,Manufacturing,288,165516.14,4748166,Low,No,3
B08494,Liability,Retail,143,136742.0,1779012,High,Yes,4
B08495,Workers Compensation,Construction,44,54797.89,2673450,Low,No,4
B08496,Liability,Healthcare,70,29622.46,1420669,Low,No,1
B08497,Liability,Construction,118,23763.04,630448,Low,No,1
B08498,Liability,Healthcare,44,76553.73,3334817,Medium,No,3
B08499,Professional Indemnity,Construction,118,161287.0,3870888,Low,Yes,0
B08500,Liability,IT,101,117482.85,2324213,High,No,2
B08501,Liability,Construction,61,194806.36,8348844,Low,Yes,1
B08502,Workers Compensation,Healthcare,129,89536.97,1287702,Low,No,5
B08503,Workers Compensation,IT,124,54052.88,1764992,Medium,Yes,1
B08504,Professional Indemnity,IT,435,32056.0,352616,Medium,No,0
B08505,Workers Compensation,Construction,152,104953.0,4617932,Low,Yes,0
B08506,Liability,Healthcare,56,94141.51,2143365,Low,No,4
B08507,Liability,Retail,415,89484.31,1863480,High,No,2
B08508,Liability,Manufacturing,330,103184.0,1754128,Medium,No,0
B08509,Professional Indemnity,IT,116,184840.74,6790068,Medium,No,1
B08510,Workers Compensation,Construction,40,139027.7,2553570,Low,No,1
B08511,Liability,Healthcare,65,80026.73,2890918,High,No,3
B08512,Liability,Manufacturing,43,157334.0,2517344,Medium,No,0
B08513,Professional Indemnity,Construction,274,78735.12,3048640,Low,Yes,5
B08514,Workers Compensation,Manufacturing,162,105189.63,4675763,Medium,No,4
B08515,Liability,Manufacturing,256,130906.36,6133680,Medium,No,2
B08516,Workers Compensation,IT,38,130147.42,1583791,Medium,No,5
B08517,Professional Indemnity,Healthcare,373,98125.21,2021296,Low,No,4
B08518,Professional Indemnity,Healthcare,331,49065.66,1401876,Medium,Yes,1
B08519,Liability,Retail,368,24898.5,358085,High,No,5
B08520,Liability,IT,478,21855.51,1137360,Medium,No,4
B08521,Workers Compensation,IT,433,106571.08,1087460,High,No,1
B08522,Professional Indemnity,Construction,156,94097.64,1152216,High,No,1
B08523,Workers Compensation,Retail,118,34969.34,642294,High,No,1
B08524,Workers Compensation,Retail,278,35413.28,903400,High,No,1
B08525,Workers Compensation,Construction,5,155279.04,1742928,Medium,No,1
B08526,Liability,IT,469,132693.95,3665610,Low,No,3
B08527,Workers Compensation,Healthcare,365,35791.65,1465052,Medium,Yes,5
B08528,Liability,IT,461,165102.98,6801962,Low,Yes,4
B08529,Workers Compensation,IT,210,114926.13,2320033,Low,No,3
B08530,Liability,IT,129,41482.1,1851108,High,Yes,3
B08531,Liability,Retail,69,196434.0,6482322,High,No,0
B08532,Workers Compensation,Construction,286,113325.0,3059775,Low,Yes,0
B08533,Liability,Manufacturing,182,60144.0,962304,Low,No,0
B08534,Workers Compensation,IT,78,184972.08,4814975,Medium,Yes,2
B08535,Professional Indemnity,Healthcare,119,102407.0,1843326,Low,No,0
B08536,Liability,Construction,445,175016.59,2276964,Medium,No,4
B08537,Liability,Healthcare,210,125727.25,6011235,Medium,No,3
B08538,Liability,Healthcare,208,98681.4,1497818,Low,No,4
B08539,Liability,Construction,279,63906.3,3464251,High,No,5
B08540,Liability,Healthcare,319,149102.0,3429346,Low,Yes,0
B08541,Professional Indemnity,Healthcare,202,97011.92,3535420,Low,No,2
B08542,Liability,Manufacturing,440,136427.86,5131586,Medium,No,5
B08543,Professional Indemnity,Construction,460,171251.81,8024085,Low,No,2
B08544,Workers Compensation,Retail,116,115211.03,1274570,Medium,No,5
B08545,Professional Indemnity,Retail,449,53394.76,964427,Medium,No,3
B08546,Liability,Construction,107,78349.64,2123600,Medium,Yes,4
B08547,Professional Indemnity,Healthcare,71,187282.9,1911050,Medium,No,1
B08548,Workers Compensation,Construction,18,136718.94,4446780,High,Yes,4
B08549,Workers Compensation,Manufacturing,479,189413.0,3977673,Medium,No,0
B08550,Liability,IT,320,24025.68,318708,Low,No,1
B08551,Workers Compensation,Construction,445,22750.92,568536,High,Yes,2
B08552,Professional Indemnity,IT,70,102274.63,2716625,Low,No,3
B08553,Liability,IT,437,103381.47,3624753,High,No,3
B08554,Liability,Construction,64,146421.62,2591803,Low,No,2
B08555,Liability,IT,481,198335.0,4561705,Medium,No,0
B08556,Workers Compensation,Manufacturing,130,189101.8,9451152,Medium,Yes,2
B08557,Professional Indemnity,Healthcare,471,26431.55,1286604,High,No,5
B08558,Workers Compensation,IT,467,71495.0,2001860,Medium,No,0
B08559,Workers Compensation,Manufacturing,270,101638.74,4252233,Medium,No,1
B08560,Liability,Manufacturing,330,156742.08,3916920,Low,No,2
B08561,Workers Compensation,Retail,219,182502.0,4197546,Medium,No,0
B08562,Workers Compensation,Healthcare,211,77494.48,2293204,Medium,No,1
B08563,Professional Indemnity,Manufacturing,259,24382.64,812416,High,No,2
B08564,Professional Indemnity,Manufacturing,31,101724.97,3998997,Low,No,3
B08565,Liability,Healthcare,376,40902.48,1575793,Low,Yes,2
B08566,Workers Compensation,Construction,417,82317.67,4194562,Low,No,4
B08567,Workers Compensation,IT,146,54582.41,2045988,Low,No,2
B08568,Professional Indemnity,Healthcare,448,99213.61,1183204,Low,No,4
B08569,Liability,Retail,120,71586.06,2775786,Low,No,1
B08570,Workers Compensation,Manufacturing,19,116785.6,4864040,Medium,No,2
B08571,Workers Compensation,Manufacturing,308,30179.1,1508955,Low,No,1
B08572,Workers Compensation,Retail,269,139437.34,6260452,Low,No,1
B08573,Liability,Healthcare,198,52562.0,2102480,Medium,No,0
B08574,Liability,Healthcare,116,132099.1,2156720,Medium,No,1
B08575,Professional Indemnity,Healthcare,90,128579.92,4329732,Medium,No,1
B08576,Liability,Construction,61,70933.22,1624876,Low,Yes,2
B08577,Workers Compensation,Construction,264,135822.65,3535575,High,No,2
B08578,Workers Compensation,Healthcare,135,72480.25,847099,High,No,3
B08579,Workers Compensation,Manufacturing,237,127630.0,4849940,Low,No,0
B08580,Workers Compensation,Construction,180,166188.4,5765720,Low,No,1
B08581,Professional Indemnity,IT,473,198670.0,9536160,Low,No,0
B08582,Workers Compensation,Construction,262,73773.77,3679218,High,No,4
B08583,Liability,IT,423,73381.42,3519313,Low,No,1
B08584,Liability,Healthcare,377,93641.0,4307486,Low,No,0
B08585,Liability,Construction,374,44799.8,2189554,Low,Yes,3
B08586,Liability,Retail,42,54462.08,2256735,Medium,No,3
B08587,Liability,Healthcare,234,130230.24,2923536,Medium,No,1
B08588,Liability,Healthcare,171,142701.42,5879056,Low,Yes,4
B08589,Professional Indemnity,Retail,244,92870.24,2664171,High,No,3
B08590,Workers Compensation,Manufacturing,328,54424.43,1214325,Low,No,3
B08591,Liability,IT,136,24760.05,1020072,High,No,4
B08592,Liability,Manufacturing,69,79914.0,1438452,Medium,Yes,0
B08593,Professional Indemnity,Healthcare,449,136047.42,6215564,Medium,No,3
B08594,Liability,Construction,152,75423.09,2041858,Low,No,2
B08595,Liability,IT,187,142805.02,4107584,Low,No,5
B08596,Professional Indemnity,Retail,201,122762.39,5704062,Medium,No,5
B08597,Professional Indemnity,Healthcare,423,83098.78,3178476,Medium,No,3
B08598,Liability,Healthcare,405,93379.0,2894749,Medium,Yes,0
B08599,Workers Compensation,Retail,184,77905.0,3038295,Medium,Yes,0
B08600,Liability,Retail,252,142868.32,5539792,High,No,1
B08601,Liability,Healthcare,186,169245.53,8458752,Low,No,2
B08602,Workers Compensation,Construction,332,157760.0,4417280,High,Yes,0
B08603,Workers Compensation,Construction,237,29079.5,1040391,Low,No,4
B08604,Professional Indemnity,IT,22,61942.92,2708874,Medium,Yes,2
B08605,Professional Indemnity,Construction,102,142343.12,5196609,Medium,No,5
B08606,Liability,Healthcare,255,85398.77,3467880,Medium,No,2
B08607,Liability,IT,313,63289.21,960624,High,Yes,4
B08608,Liability,Construction,369,126086.79,3884985,Medium,No,3
B08609,Liability,IT,416,129292.03,4625742,Medium,Yes,4
B08610,Workers Compensation,Construction,96,173190.3,5069709,Medium,Yes,4
B08611,Professional Indemnity,Construction,408,47676.08,1671615,Medium,No,3
B08612,Professional Indemnity,Healthcare,364,153846.3,5230688,High,Yes,3
B08613,Professional Indemnity,IT,98,27255.04,1187278,High,No,3
B08614,Liability,Construction,178,110558.06,3758912,Medium,No,3
B08615,Professional Indemnity,Manufacturing,38,60247.58,960180,High,Yes,3
B08616,Workers Compensation,IT,109,124719.86,4597378,High,No,4
B08617,Professional Indemnity,Healthcare,316,28774.76,968946,Medium,Yes,1
B08618,Workers Compensation,Construction,249,180163.2,6985920,Medium,No,1
B08619,Professional Indemnity,Healthcare,370,193538.0,1935380,High,No,0
B08620,Professional Indemnity,Manufacturing,331,52832.78,1671241,Medium,No,1
B08621,Liability,Manufacturing,300,78482.02,1215536,Medium,No,5
B08622,Professional Indemnity,Healthcare,244,25466.28,519720,Low,No,1
B08623,Professional Indemnity,Retail,21,142789.05,4953824,Medium,No,4
B08624,Liability,IT,338,166892.17,6915480,Medium,No,3
B08625,Professional Indemnity,Retail,111,165155.67,3860450,Low,No,3
B08626,Workers Compensation,Retail,264,146676.83,5724792,Low,No,4
B08627,Professional Indemnity,IT,146,136585.14,1964339,High,No,5
B08628,Liability,Construction,120,162684.9,1992060,Low,No,1
B08629,Professional Indemnity,IT,39,75442.34,3271680,Low,No,4
B08630,Professional Indemnity,Healthcare,295,60404.0,1268484,Medium,No,0
B08631,Workers Compensation,Construction,47,49531.17,1999788,Low,No,3
B08632,Professional Indemnity,Construction,401,179641.86,7669009,Medium,No,2
B08633,Professional Indemnity,Manufacturing,217,79442.0,1429956,Medium,No,0
B08634,Liability,IT,415,44823.62,545468,Medium,No,5
B08635,Workers Compensation,Healthcare,327,106464.0,4471488,High,No,0
B08636,Liability,Construction,250,67138.26,2110881,Medium,Yes,4
B08637,Liability,Healthcare,446,148267.14,4841376,High,No,1
B08638,Liability,Healthcare,390,80888.86,4125264,Low,Yes,3
B08639,Workers Compensation,Construction,375,49155.21,815700,Low,No,5
B08640,Professional Indemnity,Retail,235,108615.12,1922560,Low,No,5
B08641,Liability,Construction,267,132189.46,2064600,Medium,No,2
B08642,Liability,Retail,408,155593.0,3423046,High,No,0
B08643,Professional Indemnity,IT,355,111500.52,2902450,Low,No,2
B08644,Professional Indemnity,Construction,308,126738.5,5431650,High,No,1
B08645,Liability,Retail,264,108963.26,4002732,High,No,1
B08646,Professional Indemnity,IT,481,40630.68,1861464,Medium,No,2
B08647,Professional Indemnity,Construction,475,31220.28,762933,Medium,No,3
B08648,Workers Compensation,IT,283,22041.18,1034586,High,No,1
B08649,Workers Compensation,Healthcare,138,80209.73,4092333,High,Yes,2
B08650,Professional Indemnity,IT,246,149439.0,3586536,Medium,No,0
B08651,Workers Compensation,Retail,282,33754.22,1440986,Medium,Yes,2
B08652,Workers Compensation,Construction,192,133826.94,5016420,High,Yes,2
B08653,Liability,IT,426,41434.62,2201178,Medium,No,4
B08654,Workers Compensation,Construction,420,66057.88,674060,Low,No,1
B08655,Workers Compensation,Healthcare,362,77877.05,910173,Low,Yes,3
B08656,Workers Compensation,Retail,368,45757.93,2187765,Medium,No,3
B08657,Workers Compensation,Healthcare,167,106681.1,1272260,Low,No,4
B08658,Liability,Construction,441,37707.96,750888,High,No,5
B08659,Liability,Construction,33,48728.33,1863828,Low,Yes,3
B08660,Professional Indemnity,Construction,404,128956.75,3088302,Medium,No,2
B08661,Liability,Retail,368,119728.92,6360494,Low,No,4
B08662,Professional Indemnity,Manufacturing,445,153501.0,4758531,High,No,0
B08663,Liability,Retail,196,38351.32,1095752,Low,No,1
B08664,Liability,Retail,47,40497.52,1652960,Medium,No,1
B08665,Liability,Construction,387,179381.16,4942134,Low,No,1
B08666,Professional Indemnity,IT,59,23053.44,1008168,Medium,No,2
B08667,Liability,Manufacturing,340,150882.0,5431752,Medium,No,0
B08668,Liability,IT,204,175554.33,5900230,Medium,No,4
B08669,Professional Indemnity,Healthcare,128,35347.91,1456274,High,No,4
B08670,Workers Compensation,Construction,399,38811.92,1227724,High,No,1
B08671,Professional Indemnity,Retail,89,107225.0,4932350,Low,Yes,0
B08672,Professional Indemnity,Healthcare,216,43959.0,571467,High,No,0
B08673,Professional Indemnity,Manufacturing,293,102116.0,4390988,Medium,No,0
B08674,Workers Compensation,Manufacturing,244,83618.32,1243802,Medium,No,3
B08675,Liability,IT,37,72938.62,2557368,Low,No,3
B08676,Liability,Construction,319,176462.72,7562688,Low,No,1
B08677,Workers Compensation,Healthcare,86,37139.0,1077031,Medium,No,0
B08678,Workers Compensation,Retail,207,164240.6,3270564,Medium,No,5
B08679,Professional Indemnity,Manufacturing,124,21394.0,748790,Medium,No,0
B08680,Liability,Construction,415,81242.19,1321200,Medium,No,4
B08681,Workers Compensation,IT,39,77178.23,3681656,Medium,No,4
B08682,Liability,Healthcare,92,141115.1,1871935,Low,No,1
B08683,Liability,Construction,405,103869.54,3332390,Medium,No,5
B08684,Workers Compensation,Healthcare,473,160714.0,4339278,Medium,Yes,0
B08685,Professional Indemnity,Manufacturing,255,152125.35,7404980,Low,No,5
B08686,Liability,Manufacturing,418,131662.02,4970913,High,No,1
B08687,Liability,Construction,156,144114.49,4062344,Low,No,4
B08688,Workers Compensation,Healthcare,442,181896.54,8479858,Medium,Yes,4
B08689,Workers Compensation,Healthcare,65,53849.36,686568,High,Yes,3
B08690,Professional Indemnity,Manufacturing,379,170366.14,1738430,Medium,No,1
B08691,Liability,IT,288,114417.94,1284283,Low,No,1
B08692,Professional Indemnity,Manufacturing,256,112824.0,5528376,Low,Yes,0
B08693,Liability,IT,210,195855.0,5679795,Medium,No,0
B08694,Liability,Manufacturing,476,134522.69,5574192,Medium,No,3
B08695,Liability,IT,78,28324.12,766792,Medium,No,2
B08696,Liability,Manufacturing,303,49650.56,1043632,Medium,No,5
B08697,Professional Indemnity,Construction,96,57822.8,2889936,High,No,2
B08698,Liability,Healthcare,274,47155.64,1423900,Medium,Yes,2
B08699,Workers Compensation,Healthcare,119,97345.36,993320,Low,No,1
B08700,Professional Indemnity,Construction,438,58341.76,1097231,Medium,No,5
B08701,Liability,Manufacturing,179,112108.08,1944732,Low,No,1
B08702,Liability,IT,5,137002.76,4546950,Low,No,5
B08703,Workers Compensation,Retail,413,27424.77,981189,Medium,No,4
B08704,Workers Compensation,Construction,23,136501.26,2646453,Low,No,1
B08705,Professional Indemnity,IT,320,179172.42,4753554,High,No,1
B08706,Liability,Manufacturing,112,189406.56,8503968,High,No,1
B08707,Liability,IT,196,128762.6,3830624,Medium,No,3
B08708,Workers Compensation,Manufacturing,465,170881.62,3487380,High,No,1
B08709,Liability,Healthcare,64,117700.0,5296500,Medium,No,0
B08710,Professional Indemnity,Healthcare,44,141828.0,3971184,Medium,Yes,0
B08711,Liability,Construction,405,104832.21,1159750,Low,No,5
B08712,Professional Indemnity,Retail,274,56539.32,1777642,Low,No,4
B08713,Liability,Construction,79,98729.16,4930206,Medium,No,3
B08714,Workers Compensation,Construction,118,132587.1,1760160,Low,No,5
B08715,Liability,Manufacturing,51,46890.0,2156940,Low,No,0
B08716,Workers Compensation,Manufacturing,80,79110.01,1933219,Medium,No,3
B08717,Workers Compensation,Manufacturing,236,85711.53,910670,High,No,3
B08718,Professional Indemnity,Retail,361,19149.29,207610,High,No,4
B08719,Professional Indemnity,IT,297,54010.3,1778935,Low,Yes,3
B08720,Liability,Construction,342,141074.92,6765838,Medium,No,1
B08721,Liability,IT,232,86967.08,1386015,Medium,Yes,3
B08722,Professional Indemnity,IT,372,21481.95,302770,Low,No,4
B08723,Liability,Retail,181,141183.39,4217130,Medium,No,5
B08724,Liability,IT,481,25189.87,1283570,Medium,No,4
B08725,Workers Compensation,Healthcare,192,94565.8,1845450,Medium,No,4
B08726,Liability,IT,323,195256.0,2538328,Medium,Yes,0
B08727,Workers Compensation,IT,28,98395.92,1004040,High,Yes,1
B08728,Liability,Construction,162,174611.0,2444554,Medium,No,0
B08729,Liability,Retail,284,18245.64,807400,Medium,Yes,5
B08730,Liability,Construction,481,176273.74,6056886,Medium,No,2
B08731,Liability,Retail,267,155199.59,4807488,Medium,No,5
B08732,Professional Indemnity,IT,291,176772.4,5231020,Medium,No,1
B08733,Liability,IT,34,141510.1,2104928,Low,No,3
B08734,Liability,Manufacturing,74,147319.72,2874942,Medium,No,4
B08735,Liability,Healthcare,494,158490.01,1650250,Medium,Yes,2
B08736,Professional Indemnity,IT,423,71553.72,2628504,Medium,No,1
B08737,Liability,Retail,42,197410.0,2763740,Low,Yes,0
B08738,Liability,Retail,497,126529.54,2469222,Medium,No,4
B08739,Liability,Construction,61,169162.45,2058573,Medium,Yes,5
B08740,Professional Indemnity,Construction,426,119608.0,5860792,High,Yes,0
B08741,Workers Compensation,Manufacturing,232,108352.72,1326768,Medium,No,1
B08742,Professional Indemnity,Retail,339,73220.7,3287460,High,Yes,1
B08743,Professional Indemnity,Retail,458,30095.14,1564818,Medium,No,5
B08744,Liability,Construction,274,158794.46,4133550,Low,No,2
B08745,Liability,Construction,137,73279.05,1945632,High,No,5
B08746,Professional Indemnity,Retail,374,104619.14,4668552,Medium,No,3
B08747,Workers Compensation,Healthcare,25,89805.0,2604345,Low,No,0
B08748,Workers Compensation,Manufacturing,473,34752.07,796070,High,No,2
B08749,Liability,Healthcare,499,120073.89,3124320,High,Yes,4
B08750,Liability,Healthcare,260,145410.4,2317440,Medium,No,3
B08751,Professional Indemnity,Healthcare,359,189344.78,2760128,High,No,2
B08752,Workers Compensation,Manufacturing,219,24534.0,809622,Low,No,0
B08753,Liability,Retail,186,80919.58,1733991,Low,No,1
B08754,Workers Compensation,Healthcare,422,50392.66,1529752,Medium,No,4
B08755,Workers Compensation,Manufacturing,333,98603.3,1636260,Medium,No,5
B08756,Workers Compensation,Manufacturing,269,36497.0,1021916,Medium,No,0
B08757,Professional Indemnity,Retail,162,86223.54,2473497,Medium,No,3
B08758,Professional Indemnity,Healthcare,359,56850.82,2295314,High,No,3
B08759,Professional Indemnity,IT,458,191193.1,7413610,High,Yes,1
B08760,Workers Compensation,Healthcare,237,53670.68,1369150,High,Yes,1
B08761,Professional Indemnity,Manufacturing,268,179951.26,2146067,Medium,No,4
B08762,Workers Compensation,Retail,221,58800.95,2276785,Low,Yes,5
B08763,Liability,Construction,292,71106.28,2544003,Low,No,4
B08764,Professional Indemnity,IT,490,181639.08,6487110,High,Yes,1
B08765,Liability,Manufacturing,71,119775.6,2811060,Medium,Yes,1
B08766,Liability,Construction,450,120314.46,2940136,Medium,No,3
B08767,Professional Indemnity,Healthcare,146,81115.58,2152046,High,No,1
B08768,Liability,IT,59,99920.02,3849480,High,Yes,2
B08769,Liability,Manufacturing,407,43512.0,1044288,Medium,No,0
B08770,Professional Indemnity,IT,56,160452.46,2128451,High,Yes,1
B08771,Liability,Healthcare,241,178434.89,4836325,Medium,No,4
B08772,Workers Compensation,Healthcare,258,64539.04,2713162,High,Yes,5
B08773,Professional Indemnity,IT,481,33931.38,375380,High,No,5
B08774,Liability,IT,444,127991.57,2831920,Low,Yes,5
B08775,Workers Compensation,Healthcare,271,115495.78,5171094,Medium,No,2
B08776,Professional Indemnity,Healthcare,245,113719.69,2465820,Low,No,4
B08777,Professional Indemnity,Manufacturing,350,139958.13,2185935,Medium,No,2
B08778,Liability,Healthcare,106,37120.44,1212096,High,No,1
B08779,Professional Indemnity,Manufacturing,193,117968.0,3185136,Medium,No,0
B08780,Liability,Manufacturing,223,119031.91,2501996,Medium,Yes,5
B08781,Workers Compensation,Construction,329,130666.36,4533248,Low,No,4
B08782,Professional Indemnity,Construction,246,100808.86,2788100,Medium,No,5
B08783,Liability,Healthcare,42,30801.95,673512,Medium,No,2
B08784,Liability,Retail,165,126621.38,2287061,Medium,No,3
B08785,Professional Indemnity,Retail,47,159395.04,3740904,Low,Yes,1
B08786,Professional Indemnity,Retail,345,170967.0,1709670,Medium,No,0
B08787,Workers Compensation,Construction,489,113453.62,1968073,High,No,1
B08788,Professional Indemnity,Retail,349,57415.54,2135105,Low,Yes,3
B08789,Workers Compensation,Retail,190,89855.0,1976810,Low,Yes,0
B08790,Workers Compensation,IT,166,49102.93,2504208,Low,No,3
B08791,Professional Indemnity,Construction,232,170760.1,7841025,Low,No,1
B08792,Professional Indemnity,Manufacturing,44,88376.01,1380300,Medium,Yes,2
B08793,Professional Indemnity,Manufacturing,10,174553.68,2671740,Medium,No,1
B08794,Workers Compensation,IT,190,76661.48,2894362,High,No,1
B08795,Professional Indemnity,Manufacturing,316,143472.98,1903213,High,No,1
B08796,Professional Indemnity,Construction,434,81941.34,2132112,High,Yes,4
B08797,Workers Compensation,Construction,179,33874.44,467883,High,No,3
B08798,Professional Indemnity,Retail,198,84357.16,1702932,Medium,No,3
B08799,Workers Compensation,Retail,110,144623.71,4319892,Medium,Yes,5
B08800,Professional Indemnity,Construction,207,134037.04,6978188,Low,No,3
B08801,Workers Compensation,Retail,447,178490.91,5134038,Low,Yes,5
B08802,Professional Indemnity,IT,461,65375.61,1134048,Medium,No,4
B08803,Liability,Retail,164,167460.15,5230950,Low,No,2
B08804,Workers Compensation,Healthcare,133,94291.59,4276874,Low,No,5
B08805,Liability,IT,201,95369.68,4671168,Medium,Yes,1
B08806,Liability,Healthcare,464,118041.8,5162178,Medium,No,2
B08807,Professional Indemnity,Retail,484,155672.69,6582225,High,Yes,4
B08808,Professional Indemnity,Construction,409,134350.45,4710585,Medium,No,3
B08809,Professional Indemnity,Construction,458,97540.29,2697700,Low,No,5
B08810,Professional Indemnity,IT,59,163033.78,2661776,Medium,No,1
B08811,Professional Indemnity,Healthcare,124,190182.0,4564368,Low,No,0
B08812,Liability,IT,348,124734.0,2369946,Medium,No,0
B08813,Workers Compensation,Manufacturing,36,57775.74,1804740,Low,No,2
B08814,Liability,Manufacturing,134,167497.35,5694816,High,Yes,3
B08815,Professional Indemnity,Construction,334,183617.0,8446382,High,No,0
B08816,Liability,Construction,131,79521.12,2815200,Medium,No,2
B08817,Liability,Healthcare,111,135918.33,5010172,High,Yes,4
B08818,Professional Indemnity,Manufacturing,386,115856.89,1447608,Medium,No,2
B08819,Professional Indemnity,Healthcare,60,77449.54,3790221,Low,No,2
B08820,Liability,IT,172,184499.56,2497391,Medium,No,2
B08821,Professional Indemnity,Healthcare,246,35811.16,1680932,High,No,1
B08822,Workers Compensation,Construction,256,97579.52,1625648,Medium,Yes,2
B08823,Professional Indemnity,IT,456,65621.03,2468264,Medium,No,5
B08824,Liability,Construction,484,54545.92,2612570,Medium,Yes,2
B08825,Liability,Manufacturing,138,173950.98,7810044,Medium,No,1
B08826,Liability,Manufacturing,368,185447.36,9083136,Low,Yes,1
B08827,Professional Indemnity,Manufacturing,325,170896.37,7596480,Medium,No,4
B08828,Professional Indemnity,Manufacturing,443,116870.63,2359287,Medium,No,3
B08829,Liability,Retail,23,132121.0,5284840,Low,No,0
B08830,Professional Indemnity,Retail,246,50924.0,2138808,High,No,0
B08831,Workers Compensation,Construction,27,102519.82,1067470,Low,No,2
B08832,Professional Indemnity,Retail,454,38436.93,1541864,High,No,4
B08833,Liability,Healthcare,213,105473.05,3953592,Medium,No,2
B08834,Professional Indemnity,IT,364,170869.0,5126070,Low,No,0
B08835,Workers Compensation,Construction,205,58729.44,2636832,Medium,Yes,1
B08836,Liability,Healthcare,79,88113.45,2246856,High,No,3
B08837,Liability,Manufacturing,136,114384.72,1240120,High,No,4
B08838,Workers Compensation,Retail,293,56927.22,580890,Medium,Yes,1
B08839,Liability,Retail,462,70942.35,1658250,High,No,3
B08840,Professional Indemnity,Healthcare,472,48174.37,678977,Low,No,4
B08841,Workers Compensation,Healthcare,116,55382.67,2341716,Low,No,4
B08842,Liability,Healthcare,73,95299.0,4193156,Medium,No,0
B08843,Workers Compensation,Retail,375,122709.72,4632918,Medium,No,1
B08844,Workers Compensation,Manufacturing,448,136492.04,2811620,Medium,No,4
B08845,Liability,IT,372,59097.44,2222886,Medium,No,5
B08846,Liability,IT,257,77659.71,4041408,High,No,4
B08847,Workers Compensation,IT,381,119620.8,3050280,Medium,No,3
B08848,Professional Indemnity,IT,62,78692.0,2675528,Medium,No,0
B08849,Professional Indemnity,Construction,295,124886.57,5591548,Medium,No,2
B08850,Professional Indemnity,Retail,184,56461.0,1016298,Medium,No,0
B08851,Liability,Healthcare,60,71836.96,2318769,Low,No,2
