Policy_ID,Sub_Type,Property_Type,Property_Value,Annual_Premium,Risk_Type,Location,Claim_Status,No_Claim_Years
PR08740,Theft Insurance,Shop,6954964,49372.0,Earthquake,Urban,No,0
PR08741,Fire Insurance,Factory,2721372,12599.86,Flood,Rural,No,1
PR08742,Fire Insurance,Shop,9899357,90980.26,Earthquake,Rural,No,1
PR08743,Home Insurance,Shop,3703322,20129.41,Earthquake,Industrial,No,5
PR08744,Home Insurance,Factory,375096,1631.72,Theft,Urban,No,2
PR08745,Theft Insurance,Apartment,2574440,12543.71,Theft,Coastal,No,5
PR08746,Home Insurance,Apartment,5708183,45429.46,Theft,Industrial,No,3
PR08747,Home Insurance,Shop,6592309,48504.0,Fire,Rural,No,0
PR08748,Fire Insurance,Factory,8056602,73457.15,Theft,Urban,Yes,2
PR08749,Home Insurance,House,7944436,60610.66,Earthquake,Urban,No,4
PR08750,Fire Insurance,Factory,7927689,51015.43,Theft,Urban,Yes,3
PR08751,Home Insurance,Apartment,1957707,15647.8,Earthquake,Rural,No,2
PR08752,Home Insurance,House,7975249,49377.0,Fire,Industrial,No,0
PR08753,Fire Insurance,Shop,2652321,21686.42,Theft,Urban,No,1
PR08754,Home Insurance,House,4894605,29521.32,Earthquake,Urban,Yes,4
PR08755,Home Insurance,Factory,8325048,32528.49,Fire,Rural,No,5
PR08756,Home Insurance,Warehouse,359736,1123.0,Fire,Rural,No,0
PR08757,Home Insurance,Shop,8655071,70109.39,Flood,Urban,No,3
PR08758,Theft Insurance,Shop,3788639,8906.5,Theft,Coastal,No,3
PR08759,Home Insurance,Factory,5113881,39878.16,Flood,Coastal,No,1
PR08760,Home Insurance,Warehouse,1284524,4813.76,Fire,Coastal,No,1
PR08761,Fire Insurance,Factory,8072421,16505.78,Fire,Rural,No,4
PR08762,Fire Insurance,Warehouse,2278467,19639.49,Theft,Coastal,No,5
PR08763,Home Insurance,Warehouse,8485507,54280.44,Fire,Urban,No,4
PR08764,Home Insurance,Apartment,9942443,53766.72,Flood,Industrial,No,1
PR08765,Fire Insurance,Factory,2664059,17785.04,Fire,Urban,No,1
PR08766,Home Insurance,Apartment,4270929,26133.14,Flood,Coastal,No,3
PR08767,Home Insurance,House,8878744,77566.02,Flood,Industrial,No,1
PR08768,Home Insurance,Shop,1666752,10930.31,Flood,Rural,No,2
PR08769,Home Insurance,Shop,7375520,58606.0,Earthquake,Coastal,No,0
PR08770,Home Insurance,Factory,8633953,23414.16,Flood,Coastal,No,1
PR08771,Home Insurance,Warehouse,7672278,28028.0,Earthquake,Urban,No,4
PR08772,Home Insurance,Warehouse,7655661,52706.72,Flood,Industrial,No,5
PR08773,Fire Insurance,Apartment,6903733,21822.46,Earthquake,Urban,Yes,5
PR08774,Home Insurance,Shop,3938347,23257.88,Earthquake,Coastal,No,5
PR08775,Fire Insurance,Shop,9337787,80035.89,Theft,Urban,No,2
PR08776,Fire Insurance,Warehouse,7808737,39773.44,Flood,Coastal,No,4
PR08777,Fire Insurance,House,8601513,28465.3,Theft,Coastal,Yes,2
PR08778,Home Insurance,Factory,8834344,77921.76,Flood,Coastal,Yes,1
PR08779,Fire Insurance,House,794303,2952.0,Theft,Industrial,No,0
PR08780,Fire Insurance,Warehouse,3486260,14141.84,Theft,Industrial,No,5
PR08781,Theft Insurance,Factory,3625709,13080.1,Flood,Industrial,No,4
PR08782,Home Insurance,Warehouse,7566348,18178.75,Flood,Industrial,No,5
PR08783,Home Insurance,Apartment,6975065,15199.29,Flood,Industrial,No,2
PR08784,Fire Insurance,Apartment,3980130,27821.64,Fire,Industrial,No,3
PR08785,Home Insurance,Apartment,6008455,29982.12,Flood,Industrial,No,1
PR08786,Fire Insurance,Shop,1490621,4604.0,Flood,Rural,No,0
PR08787,Fire Insurance,House,5432569,50700.3,Fire,Rural,No,1
PR08788,Home Insurance,Factory,5996212,44648.27,Earthquake,Rural,Yes,3
PR08789,Theft Insurance,House,3471865,33589.0,Theft,Coastal,No,0
PR08790,Fire Insurance,Shop,921636,5153.03,Theft,Industrial,No,3
PR08791,Theft Insurance,Shop,8911833,85270.78,Fire,Rural,No,1
PR08792,Home Insurance,Shop,3322940,23118.75,Flood,Rural,No,2
PR08793,Theft Insurance,Apartment,6482385,27435.1,Earthquake,Urban,No,1
PR08794,Theft Insurance,Shop,488356,3644.62,Flood,Urban,Yes,1
PR08795,Theft Insurance,Factory,2261559,17647.84,Flood,Coastal,No,1
PR08796,Theft Insurance,House,6758551,16654.28,Fire,Industrial,No,4
PR08797,Home Insurance,Shop,7429113,30107.79,Fire,Rural,No,3
PR08798,Home Insurance,Factory,8513256,51638.5,Flood,Rural,No,3
PR08799,Home Insurance,Factory,1382777,9669.24,Fire,Rural,No,5
PR08800,Fire Insurance,Warehouse,1199702,2952.52,Fire,Rural,No,3
PR08801,Fire Insurance,House,5881721,17816.28,Fire,Industrial,Yes,5
PR08802,Theft Insurance,Warehouse,3442090,27061.36,Earthquake,Coastal,Yes,4
PR08803,Theft Insurance,Factory,4891810,27739.23,Flood,Rural,No,2
PR08804,Fire Insurance,Warehouse,341474,708.67,Earthquake,Coastal,No,5
PR08805,Theft Insurance,Factory,6521392,19603.92,Earthquake,Urban,Yes,1
PR08806,Home Insurance,Factory,4592434,23480.82,Theft,Urban,No,2
PR08807,Theft Insurance,Shop,3500805,29313.78,Flood,Coastal,No,4
PR08808,Fire Insurance,Factory,8164085,22044.6,Fire,Coastal,No,3
PR08809,Home Insurance,Shop,214651,1890.1,Flood,Rural,Yes,5
PR08810,Home Insurance,Shop,686370,5572.28,Earthquake,Coastal,No,1
PR08811,Fire Insurance,House,9863756,24755.0,Flood,Urban,No,0
PR08812,Fire Insurance,Apartment,6970410,62960.0,Theft,Urban,No,0
PR08813,Home Insurance,House,4958288,29714.78,Earthquake,Industrial,No,2
PR08814,Home Insurance,Apartment,6826381,17403.58,Flood,Coastal,No,3
PR08815,Fire Insurance,Apartment,9848655,65570.0,Flood,Industrial,No,0
PR08816,Home Insurance,Factory,3550402,28310.67,Fire,Urban,No,2
PR08817,Home Insurance,Factory,538374,2103.0,Flood,Urban,No,4
PR08818,Theft Insurance,Shop,5062756,14796.88,Flood,Urban,No,2
PR08819,Home Insurance,Factory,7937657,72434.33,Flood,Rural,No,2
PR08820,Home Insurance,Shop,7963869,69583.86,Theft,Rural,No,2
PR08821,Fire Insurance,Warehouse,1572922,12374.46,Fire,Urban,No,1
PR08822,Theft Insurance,Factory,3078583,14407.92,Fire,Urban,No,2
PR08823,Theft Insurance,Factory,4644883,29663.97,Fire,Coastal,Yes,5
PR08824,Fire Insurance,Shop,1404516,4966.23,Earthquake,Rural,No,2
PR08825,Theft Insurance,Warehouse,3090736,12634.16,Theft,Rural,No,1
PR08826,Fire Insurance,House,6508413,41214.88,Flood,Urban,Yes,1
PR08827,Home Insurance,Warehouse,7893206,25374.35,Theft,Coastal,No,4
PR08828,Fire Insurance,House,6535273,44449.67,Flood,Urban,No,3
PR08829,Fire Insurance,Shop,8289116,65917.0,Earthquake,Industrial,Yes,0
PR08830,Home Insurance,House,8580275,30078.0,Earthquake,Urban,Yes,0
PR08831,Home Insurance,Factory,6095250,49059.15,Earthquake,Urban,Yes,2
PR08832,Fire Insurance,House,546958,2737.59,Earthquake,Industrial,No,4
PR08833,Home Insurance,Warehouse,7185768,20772.49,Flood,Coastal,No,2
PR08834,Theft Insurance,House,392728,3504.0,Flood,Urban,No,0
PR08835,Home Insurance,House,2163516,11994.22,Earthquake,Industrial,Yes,1
PR08836,Home Insurance,Apartment,9799800,28725.18,Earthquake,Coastal,No,3
PR08837,Home Insurance,Warehouse,273030,1217.53,Earthquake,Industrial,Yes,4
PR08838,Theft Insurance,Warehouse,8210926,68292.28,Flood,Industrial,No,1
PR08839,Fire Insurance,House,2753013,22550.96,Earthquake,Coastal,No,3
PR08840,Theft Insurance,Factory,2363422,6836.59,Theft,Rural,No,4
PR08841,Home Insurance,House,8683952,43041.39,Theft,Urban,No,4
PR08842,Home Insurance,Warehouse,6660405,35385.0,Flood,Industrial,No,0
PR08843,Theft Insurance,Apartment,2964498,12157.88,Flood,Urban,No,1
PR08844,Theft Insurance,House,749125,4544.51,Flood,Coastal,No,4
PR08845,Home Insurance,Shop,232547,2069.98,Flood,Industrial,No,5
PR08846,Home Insurance,House,2074893,18005.55,Flood,Industrial,No,4
PR08847,Fire Insurance,Shop,4791520,14040.7,Flood,Coastal,No,3
PR08848,Fire Insurance,Apartment,2837837,21878.0,Fire,Rural,No,0
PR08849,Home Insurance,House,6500138,39393.69,Theft,Coastal,No,2
PR08850,Theft Insurance,House,288654,2757.0,Fire,Industrial,No,0
PR08851,Theft Insurance,Factory,3913706,32522.99,Flood,Urban,No,2
PR08852,Home Insurance,Warehouse,4075217,15895.6,Earthquake,Industrial,No,1
PR08853,Home Insurance,Apartment,524638,3875.9,Fire,Industrial,No,1
PR08854,Theft Insurance,Factory,7081054,41782.36,Theft,Urban,No,4
PR08855,Home Insurance,House,3394824,29050.21,Earthquake,Industrial,No,5
PR08856,Fire Insurance,Apartment,8765925,20252.68,Flood,Urban,No,1
PR08857,Fire Insurance,Factory,4206526,29291.65,Earthquake,Industrial,No,4
PR08858,Home Insurance,House,4757221,27569.0,Earthquake,Rural,No,0
PR08859,Theft Insurance,Factory,4020771,18563.16,Flood,Industrial,No,1
PR08860,Fire Insurance,Apartment,2935770,23511.0,Fire,Urban,No,0
PR08861,Home Insurance,Factory,6961692,22302.0,Flood,Rural,Yes,0
PR08862,Home Insurance,Shop,2204497,13868.86,Fire,Coastal,No,5
PR08863,Fire Insurance,Shop,8495387,72380.84,Flood,Coastal,No,1
PR08864,Home Insurance,Apartment,6149459,41110.0,Flood,Industrial,No,0
PR08865,Home Insurance,Shop,6043128,13260.52,Earthquake,Rural,No,5
PR08866,Theft Insurance,Apartment,1850870,13624.8,Theft,Industrial,Yes,5
PR08867,Home Insurance,Warehouse,6440791,20170.36,Flood,Urban,Yes,1
PR08868,Home Insurance,Factory,2609668,21631.73,Theft,Coastal,Yes,5
PR08869,Fire Insurance,Factory,1096799,6064.24,Theft,Coastal,No,1
PR08870,Fire Insurance,Shop,1413353,6601.28,Flood,Urban,No,1
PR08871,Fire Insurance,House,8143598,44057.39,Flood,Coastal,No,2
PR08872,Home Insurance,Apartment,4592434,21066.0,Fire,Rural,No,0
PR08873,Fire Insurance,Factory,6339041,40621.85,Theft,Coastal,No,3
PR08874,Fire Insurance,Warehouse,7128566,54045.04,Theft,Industrial,No,1
PR08875,Home Insurance,Factory,216379,832.0,Fire,Rural,No,0
PR08876,Fire Insurance,Warehouse,8390643,53828.48,Fire,Industrial,No,5
PR08877,Fire Insurance,Warehouse,6155656,31837.38,Flood,Urban,No,4
PR08878,Home Insurance,Apartment,7746424,69084.12,Earthquake,Urban,No,1
PR08879,Theft Insurance,Shop,8155916,46438.03,Flood,Rural,No,5
PR08880,Fire Insurance,Apartment,7144394,64129.56,Flood,Urban,No,5
PR08881,Home Insurance,House,3905014,14552.22,Flood,Urban,No,5
PR08882,Fire Insurance,Apartment,7432680,28322.55,Fire,Coastal,No,5
PR08883,Home Insurance,Warehouse,923373,5054.73,Theft,Rural,No,5
PR08884,Theft Insurance,Warehouse,8993085,67775.82,Earthquake,Coastal,Yes,1
PR08885,Home Insurance,Factory,5902638,28876.71,Flood,Rural,No,3
PR08886,Theft Insurance,Shop,7176103,24250.1,Theft,Industrial,No,2
PR08887,Home Insurance,Warehouse,7795422,36963.13,Earthquake,Industrial,No,5
PR08888,Home Insurance,Shop,1733577,12455.12,Flood,Coastal,Yes,5
PR08889,Theft Insurance,House,3094854,9047.93,Earthquake,Coastal,No,2
PR08890,Theft Insurance,House,6119933,26636.4,Fire,Urban,No,1
PR08891,Fire Insurance,Shop,4780336,35659.0,Fire,Urban,No,0
PR08892,Home Insurance,Warehouse,5129265,38908.26,Flood,Industrial,No,4
PR08893,Theft Insurance,Shop,3322379,9102.85,Earthquake,Industrial,Yes,4
PR08894,Home Insurance,Warehouse,3855870,29770.0,Earthquake,Rural,No,0
PR08895,Theft Insurance,Apartment,2251841,13012.44,Theft,Urban,No,1
PR08896,Home Insurance,Shop,7009979,42241.69,Fire,Coastal,No,4
PR08897,Fire Insurance,Warehouse,4553613,23517.31,Flood,Urban,Yes,2
PR08898,Theft Insurance,House,8668085,17969.0,Flood,Coastal,No,0
PR08899,Home Insurance,Shop,3655871,12282.56,Fire,Urban,No,3
PR08900,Fire Insurance,House,6201191,18497.5,Earthquake,Urban,Yes,1
PR08901,Home Insurance,Apartment,3529658,16551.0,Fire,Rural,No,0
PR08902,Theft Insurance,Apartment,3618610,14331.76,Earthquake,Urban,Yes,4
PR08903,Theft Insurance,Shop,1237889,3835.72,Theft,Industrial,Yes,1
PR08904,Fire Insurance,Warehouse,5860487,24429.69,Fire,Rural,No,2
PR08905,Home Insurance,Shop,1885942,4613.84,Theft,Rural,Yes,1
PR08906,Home Insurance,House,7385300,34579.3,Earthquake,Coastal,No,1
PR08907,Theft Insurance,Factory,1358040,7197.24,Fire,Rural,No,2
PR08908,Home Insurance,Apartment,3515995,28364.13,Flood,Coastal,No,5
PR08909,Home Insurance,Warehouse,3112600,23728.6,Flood,Coastal,Yes,2
PR08910,Fire Insurance,Warehouse,7822200,68711.72,Fire,Coastal,No,1
PR08911,Home Insurance,Factory,5370352,14361.82,Flood,Urban,No,2
PR08912,Home Insurance,Factory,366300,1036.8,Fire,Urban,No,5
PR08913,Home Insurance,Shop,1915365,9178.0,Theft,Industrial,No,0
PR08914,Theft Insurance,Warehouse,1616746,15368.32,Flood,Urban,No,2
PR08915,Theft Insurance,Factory,5227827,44517.42,Earthquake,Urban,No,2
PR08916,Theft Insurance,Warehouse,1044264,7496.02,Fire,Rural,No,1
PR08917,Home Insurance,Apartment,5254479,33090.0,Theft,Urban,No,0
PR08918,Home Insurance,Apartment,3820410,19688.8,Earthquake,Industrial,No,3
PR08919,Theft Insurance,Warehouse,8366715,66369.1,Earthquake,Industrial,Yes,3
PR08920,Fire Insurance,Apartment,9872379,59992.67,Earthquake,Rural,Yes,4
PR08921,Theft Insurance,House,8238045,43094.11,Fire,Industrial,No,2
PR08922,Fire Insurance,Factory,3098993,27775.73,Theft,Urban,Yes,2
PR08923,Theft Insurance,House,7613377,62391.0,Theft,Urban,No,0
PR08924,Fire Insurance,Shop,9555507,50427.03,Earthquake,Coastal,Yes,5
PR08925,Theft Insurance,Warehouse,5975309,30571.8,Fire,Rural,Yes,3
PR08926,Home Insurance,Shop,4311267,11501.93,Flood,Rural,No,4
PR08927,Theft Insurance,Shop,4484158,38314.0,Fire,Coastal,No,0
PR08928,Fire Insurance,Warehouse,7319966,56886.41,Flood,Rural,No,2
PR08929,Home Insurance,House,2757595,19981.51,Fire,Urban,No,3
PR08930,Home Insurance,Apartment,5815578,48441.85,Earthquake,Coastal,No,4
PR08931,Fire Insurance,Apartment,5233466,41617.66,Flood,Coastal,No,1
PR08932,Fire Insurance,House,8666489,18782.43,Flood,Urban,No,3
PR08933,Fire Insurance,Warehouse,8859638,16945.75,Fire,Industrial,No,4
PR08934,Theft Insurance,Apartment,965076,6674.0,Fire,Coastal,No,0
PR08935,Fire Insurance,Factory,2360207,22450.82,Fire,Urban,No,1
PR08936,Fire Insurance,Warehouse,1625361,10204.16,Earthquake,Urban,No,4
PR08937,Home Insurance,House,8885754,81661.87,Flood,Urban,No,4
PR08938,Home Insurance,Shop,9648321,42470.81,Flood,Industrial,No,2
PR08939,Theft Insurance,Apartment,8164286,51056.16,Theft,Coastal,No,5
PR08940,Theft Insurance,Warehouse,9149727,81797.11,Fire,Urban,No,3
PR08941,Home Insurance,House,6972911,46679.28,Earthquake,Urban,No,2
PR08942,Home Insurance,Shop,349968,3166.38,Fire,Urban,No,1
PR08943,Home Insurance,Factory,7179971,46635.08,Flood,Industrial,No,5
PR08944,Fire Insurance,House,3769835,13041.36,Earthquake,Rural,No,4
PR08945,Home Insurance,Apartment,7323657,57486.66,Flood,Coastal,No,2
PR08946,Home Insurance,Shop,1178038,3834.43,Earthquake,Coastal,Yes,5
PR08947,Fire Insurance,House,3683843,20625.28,Fire,Industrial,No,3
PR08948,Home Insurance,Shop,4392950,10946.6,Earthquake,Rural,No,1
PR08949,Theft Insurance,House,6278206,29383.0,Earthquake,Industrial,No,0
PR08950,Theft Insurance,Factory,6112876,24895.49,Fire,Industrial,Yes,2
PR08951,Home Insurance,House,4529398,31049.34,Flood,Coastal,No,1
PR08952,Fire Insurance,Shop,2401359,6681.0,Theft,Rural,No,0
PR08953,Home Insurance,Shop,6490861,13946.93,Fire,Urban,No,2
PR08954,Home Insurance,Shop,3233092,12569.48,Earthquake,Rural,No,1
PR08955,Fire Insurance,House,9993132,94891.44,Flood,Rural,No,1
PR08956,Home Insurance,Shop,1358736,8881.93,Flood,Industrial,No,5
PR08957,Home Insurance,Apartment,2450788,15643.96,Theft,Coastal,No,2
PR08958,Home Insurance,Apartment,6600955,21955.92,Fire,Rural,Yes,1
PR08959,Theft Insurance,Apartment,2426562,8958.96,Earthquake,Rural,No,4
PR08960,Fire Insurance,Warehouse,8095136,75755.39,Flood,Rural,No,2
PR08961,Fire Insurance,Apartment,4134580,31553.06,Fire,Coastal,No,1
PR08962,Fire Insurance,Factory,6616769,27355.36,Earthquake,Coastal,No,5
PR08963,Home Insurance,House,3746126,29458.0,Theft,Urban,No,0
PR08964,Home Insurance,Factory,1321051,3290.0,Fire,Coastal,No,0
PR08965,Theft Insurance,Factory,6521334,51014.34,Flood,Urban,No,4
PR08966,Theft Insurance,House,7909967,67910.84,Fire,Rural,No,2
PR08967,Fire Insurance,House,7161228,20048.96,Earthquake,Rural,No,5
PR08968,Home Insurance,Shop,4433514,23558.22,Earthquake,Industrial,Yes,1
PR08969,Home Insurance,House,7337203,49382.2,Earthquake,Urban,No,1
PR08970,Theft Insurance,Apartment,7774052,48076.0,Theft,Industrial,No,0
PR08971,Fire Insurance,Factory,1378328,5921.59,Theft,Rural,No,5
PR08972,Home Insurance,Apartment,958963,8666.57,Flood,Industrial,Yes,4
PR08973,Theft Insurance,Apartment,9778976,59466.0,Theft,Industrial,No,0
PR08974,Home Insurance,Warehouse,8700397,69237.0,Fire,Urban,Yes,0
PR08975,Home Insurance,Apartment,1294395,11737.13,Earthquake,Industrial,No,4
PR08976,Home Insurance,House,9301129,55806.92,Flood,Urban,Yes,2
PR08977,Home Insurance,Apartment,6634904,40820.92,Fire,Industrial,No,1
PR08978,Fire Insurance,Factory,5252346,34534.06,Flood,Urban,No,2
PR08979,Fire Insurance,Warehouse,5155291,35192.35,Fire,Coastal,No,5
PR08980,Home Insurance,House,3787015,34317.74,Earthquake,Urban,No,3
PR08981,Theft Insurance,Apartment,6238901,19669.97,Flood,Industrial,Yes,3
PR08982,Theft Insurance,Factory,7202281,55681.86,Earthquake,Industrial,No,3
PR08983,Theft Insurance,Factory,3054216,10039.98,Earthquake,Rural,Yes,4
PR08984,Fire Insurance,Factory,604061,5284.0,Earthquake,Coastal,No,0
PR08985,Theft Insurance,Shop,6033387,49872.61,Flood,Industrial,No,2
PR08986,Fire Insurance,Shop,5408401,43894.2,Earthquake,Coastal,No,1
PR08987,Home Insurance,House,3967637,33660.79,Theft,Urban,Yes,3
PR08988,Home Insurance,Apartment,5433656,34909.58,Fire,Coastal,No,2
PR08989,Home Insurance,Apartment,5461612,48079.85,Theft,Industrial,Yes,3
PR08990,Home Insurance,Factory,8261555,55055.03,Fire,Urban,No,3
PR08991,Home Insurance,Factory,8044608,29377.46,Theft,Coastal,Yes,1
PR08992,Fire Insurance,House,979758,1787.96,Fire,Coastal,Yes,5
PR08993,Home Insurance,Apartment,1509435,6363.6,Earthquake,Urban,Yes,5
PR08994,Fire Insurance,Warehouse,7315445,27304.74,Theft,Urban,No,5
PR08995,Fire Insurance,House,2099504,19270.12,Earthquake,Industrial,Yes,4
PR08996,Fire Insurance,Shop,7546140,56925.0,Flood,Coastal,Yes,0
PR08997,Fire Insurance,Apartment,8280463,31782.04,Theft,Rural,No,4
PR08998,Fire Insurance,Warehouse,4316838,29645.63,Flood,Coastal,No,2
PR08999,Fire Insurance,Factory,558411,4658.88,Flood,Coastal,No,4
PR09000,Theft Insurance,Apartment,9800325,59840.6,Flood,Industrial,No,2
PR09001,Theft Insurance,House,3675310,28612.24,Flood,Urban,No,2
PR09002,Home Insurance,Shop,2094290,9251.0,Flood,Rural,No,0
PR09003,Fire Insurance,Shop,8068436,63933.24,Earthquake,Coastal,No,1
PR09004,Home Insurance,House,9907657,60164.0,Earthquake,Urban,No,0
PR09005,Home Insurance,House,6240178,43492.15,Theft,Coastal,No,5
PR09006,Home Insurance,Shop,4693160,25543.9,Theft,Industrial,No,5
PR09007,Fire Insurance,Warehouse,2557200,11999.09,Fire,Coastal,No,4
PR09008,Fire Insurance,Factory,5144879,46289.36,Flood,Coastal,No,2
PR09009,Home Insurance,Warehouse,1695238,10647.71,Theft,Industrial,No,3
PR09010,Fire Insurance,Warehouse,8834703,29506.37,Flood,Urban,No,3
PR09011,Home Insurance,Apartment,6232504,47661.77,Theft,Rural,No,2
PR09012,Theft Insurance,Shop,6528144,21605.0,Fire,Industrial,No,0
PR09013,Fire Insurance,House,6220219,29543.08,Fire,Rural,No,1
PR09014,Home Insurance,House,3938115,16706.0,Flood,Rural,No,0
PR09015,Home Insurance,Apartment,1085982,9917.09,Theft,Coastal,No,2
PR09016,Fire Insurance,Factory,5907262,40339.68,Theft,Industrial,No,2
PR09017,Home Insurance,Warehouse,9143553,84131.04,Fire,Coastal,No,1
PR09018,Home Insurance,Warehouse,529080,3943.12,Flood,Industrial,No,4
PR09019,Fire Insurance,House,2216653,13125.3,Earthquake,Urban,No,4
PR09020,Fire Insurance,Shop,4376697,40922.84,Fire,Urban,No,1
PR09021,Home Insurance,Apartment,5079934,33581.58,Earthquake,Coastal,No,4
PR09022,Fire Insurance,House,9325279,72717.44,Earthquake,Industrial,No,3
PR09023,Theft Insurance,Factory,4221042,36291.5,Earthquake,Rural,No,4
PR09024,Home Insurance,House,1024372,2740.36,Earthquake,Coastal,No,4
PR09025,Theft Insurance,Factory,7915113,69583.45,Flood,Coastal,Yes,4
PR09026,Home Insurance,Apartment,9130052,24626.29,Earthquake,Urban,No,3
PR09027,Home Insurance,Shop,468832,2122.37,Earthquake,Urban,No,4
PR09028,Home Insurance,Shop,6996880,46876.43,Theft,Coastal,No,5
PR09029,Fire Insurance,Apartment,1988479,6637.29,Earthquake,Industrial,No,3
PR09030,Home Insurance,Warehouse,9867864,38431.68,Theft,Coastal,Yes,1
PR09031,Home Insurance,Warehouse,1830871,10472.0,Fire,Rural,No,0
PR09032,Home Insurance,Apartment,7098965,15577.1,Flood,Rural,No,1
PR09033,Theft Insurance,House,4396461,18175.0,Flood,Urban,No,0
PR09034,Home Insurance,Factory,6410087,45900.26,Fire,Industrial,No,1
PR09035,Home Insurance,Shop,5712581,50274.27,Fire,Urban,No,5
PR09036,Fire Insurance,Warehouse,1172089,3482.0,Theft,Urban,Yes,0
PR09037,Theft Insurance,Shop,2696750,26754.0,Earthquake,Coastal,No,0
PR09038,Home Insurance,House,9829025,59061.72,Earthquake,Rural,No,2
PR09039,Home Insurance,Apartment,3460580,23516.0,Earthquake,Coastal,No,0
PR09040,Theft Insurance,House,9703736,41436.0,Theft,Industrial,No,0
PR09041,Fire Insurance,Apartment,7405340,56065.27,Flood,Rural,Yes,2
PR09042,Home Insurance,Shop,1299691,2815.99,Theft,Coastal,Yes,4
PR09043,Home Insurance,Warehouse,3172641,25336.53,Fire,Urban,No,4
PR09044,Home Insurance,Shop,2697221,23392.46,Earthquake,Rural,No,2
PR09045,Home Insurance,Apartment,6330014,39796.42,Theft,Urban,No,3
PR09046,Theft Insurance,Factory,425161,2576.0,Flood,Industrial,No,0
PR09047,Theft Insurance,Apartment,8079126,73325.0,Fire,Industrial,No,0
PR09048,Home Insurance,Warehouse,6023182,25392.98,Theft,Coastal,No,2
PR09049,Theft Insurance,House,310735,695.33,Earthquake,Coastal,Yes,2
PR09050,Fire Insurance,House,1755236,3362.88,Flood,Urban,Yes,3
PR09051,Home Insurance,Warehouse,6772290,60118.87,Flood,Urban,Yes,5
PR09052,Home Insurance,Factory,3396671,20343.75,Fire,Rural,Yes,4
PR09053,Home Insurance,Apartment,2280804,20408.5,Fire,Urban,No,1
PR09054,Fire Insurance,Shop,7406501,58467.4,Flood,Coastal,Yes,5
PR09055,Fire Insurance,Shop,1481153,3871.18,Theft,Urban,No,4
PR09056,Fire Insurance,House,1213691,10781.0,Flood,Urban,No,0
PR09057,Home Insurance,House,7612379,19361.08,Flood,Urban,No,5
PR09058,Fire Insurance,House,694354,5904.54,Earthquake,Rural,No,2
PR09059,Home Insurance,Shop,1033287,3316.76,Fire,Urban,No,3
PR09060,Fire Insurance,Apartment,6939784,13744.21,Flood,Rural,Yes,4
PR09061,Home Insurance,Shop,6734595,51694.97,Fire,Urban,No,3
PR09062,Fire Insurance,Factory,7766946,39691.35,Theft,Rural,No,4
PR09063,Fire Insurance,Warehouse,7828682,30367.22,Theft,Urban,No,5
PR09064,Theft Insurance,Shop,1601399,14330.0,Fire,Rural,Yes,0
PR09065,Fire Insurance,Shop,4990428,14058.1,Fire,Rural,No,1
PR09066,Theft Insurance,Warehouse,8596862,74850.18,Theft,Urban,Yes,3
PR09067,Theft Insurance,House,3508535,24149.1,Theft,Rural,No,3
PR09068,Home Insurance,Factory,5223919,12208.84,Earthquake,Urban,No,1
PR09069,Theft Insurance,Shop,7107541,34829.75,Earthquake,Industrial,No,3
PR09070,Theft Insurance,Shop,2742125,18962.2,Flood,Rural,No,3
PR09071,Home Insurance,Apartment,2834941,8054.12,Flood,Rural,No,4
PR09072,Fire Insurance,Apartment,8838330,26150.98,Fire,Urban,No,4
PR09073,Home Insurance,Warehouse,2879630,19487.3,Earthquake,Coastal,No,1
PR09074,Home Insurance,Apartment,869634,6356.0,Fire,Industrial,Yes,0
PR09075,Fire Insurance,Shop,8334372,29414.49,Flood,Coastal,No,5
PR09076,Home Insurance,Factory,3013692,11021.51,Earthquake,Rural,No,5
PR09077,Theft Insurance,Factory,8371497,29050.83,Flood,Rural,No,3
PR09078,Home Insurance,Shop,1376693,4939.0,Theft,Urban,Yes,0
PR09079,Home Insurance,Apartment,7886304,41780.34,Earthquake,Rural,No,1
PR09080,Theft Insurance,Apartment,4984526,32711.42,Flood,Industrial,No,1
PR09081,Home Insurance,Warehouse,7309724,60331.18,Earthquake,Coastal,Yes,4
PR09082,Fire Insurance,Factory,2313872,20213.04,Theft,Urban,No,3
PR09083,Home Insurance,Apartment,9185260,84453.73,Theft,Industrial,Yes,2
PR09084,Fire Insurance,Apartment,9547946,31038.56,Theft,Coastal,Yes,1
PR09085,Home Insurance,Apartment,6926853,21287.88,Fire,Urban,Yes,3
PR09086,Home Insurance,Apartment,6422842,51707.0,Earthquake,Industrial,No,0
PR09087,Theft Insurance,Factory,3715130,7391.86,Earthquake,Industrial,No,4
PR09088,Home Insurance,Warehouse,4366220,18359.54,Earthquake,Urban,No,5
PR09089,Home Insurance,Factory,7619906,57862.0,Fire,Rural,No,0
PR09090,Theft Insurance,House,1680443,16100.42,Theft,Rural,No,1
PR09091,Theft Insurance,Shop,6739036,36695.12,Fire,Coastal,No,1
PR09092,Home Insurance,House,3638483,34843.0,Earthquake,Industrial,No,0
PR09093,Fire Insurance,House,4042702,25632.88,Theft,Rural,No,1
PR09094,Home Insurance,Warehouse,2228574,9231.21,Earthquake,Industrial,No,3
PR09095,Home Insurance,Apartment,5983970,52689.7,Earthquake,Industrial,No,1
PR09096,Home Insurance,Warehouse,8669503,44792.04,Earthquake,Urban,No,4
