Policy_ID,Sub_Type,Asset_Type,Annual_Premium,Coverage_Amount,Risk_Factor,Claim_Status,No_Claim_Years
S08981,Pet Insurance,Dog,42087.28,1252076,Weather,No,3
S08982,Pet Insurance,Data,4475.37,42795,Weather,No,3
S08983,Gadget Insurance,Agriculture,33303.95,758247,Health,Yes,4
S08984,Gadget Insurance,Laptop,39439.0,433829,Theft,Yes,0
S08985,Pet Insurance,Dog,27580.77,488206,Weather,No,2
S08986,Crop Insurance,Cat,19769.54,665709,Health,No,1
S08987,Gadget Insurance,Mobile,34710.22,553185,Theft,No,3
S08988,Crop Insurance,Laptop,26712.57,500652,Weather,Yes,2
S08989,Pet Insurance,Agriculture,46074.17,783248,Weather,No,3
S08990,Crop Insurance,Laptop,2063.09,39456,Theft,Yes,3
S08991,Cyber Insurance,Dog,27101.9,719030,Weather,No,1
S08992,Gadget Insurance,Agriculture,9806.64,206131,Health,No,5
S08993,Cyber Insurance,Data,16803.89,408980,Health,No,5
S08994,Pet Insurance,Cat,42109.15,885115,Health,No,5
S08995,Pet Insurance,Data,39822.32,302218,Weather,Yes,4
S08996,Pet Insurance,Cat,37051.0,555765,Theft,Yes,0
S08997,Cyber Insurance,Mobile,1347.58,43830,Hacking,No,4
S08998,Crop Insurance,Laptop,47447.6,1185696,Weather,No,2
S08999,Pet Insurance,Cat,1737.74,71592,Damage,No,4
S09000,Gadget Insurance,Dog,5889.17,177828,Hacking,No,2
S09001,Pet Insurance,Dog,4055.77,139359,Weather,No,2
S09002,Pet Insurance,Cat,20128.0,583712,Hacking,No,0
S09003,Gadget Insurance,Cat,40073.18,1472076,Weather,No,1
S09004,Crop Insurance,Laptop,32840.0,426920,Health,No,0
S09005,Pet Insurance,Cat,17361.61,403347,Damage,No,5
S09006,Pet Insurance,Data,14731.2,407425,Health,Yes,5
S09007,Crop Insurance,Dog,7931.44,240772,Health,Yes,4
S09008,Crop Insurance,Dog,14741.18,76745,Weather,Yes,2
S09009,Gadget Insurance,Mobile,35392.58,1052912,Damage,Yes,3
S09010,Crop Insurance,Agriculture,37405.79,794860,Health,Yes,3
S09011,Cyber Insurance,Dog,3684.09,76720,Hacking,No,2
S09012,Pet Insurance,Laptop,42430.0,1442620,Hacking,No,0
S09013,Pet Insurance,Laptop,18929.68,444268,Weather,No,1
S09014,Pet Insurance,Dog,17446.0,209352,Theft,No,0
S09015,Gadget Insurance,Cat,47446.64,1235075,Weather,No,2
S09016,Cyber Insurance,Agriculture,7980.92,157890,Health,No,2
S09017,Pet Insurance,Agriculture,46072.74,940260,Theft,No,1
S09018,Cyber Insurance,Laptop,10363.73,235956,Weather,No,4
S09019,Gadget Insurance,Dog,17479.8,720138,Damage,Yes,4
S09020,Cyber Insurance,Mobile,33455.24,375518,Damage,No,1
S09021,Gadget Insurance,Mobile,41547.15,1756716,Damage,No,4
S09022,Pet Insurance,Cat,43884.96,466270,Hacking,No,3
S09023,Cyber Insurance,Dog,41609.87,225560,Hacking,No,4
S09024,Pet Insurance,Mobile,19580.95,445809,Damage,No,4
S09025,Crop Insurance,Data,20516.23,289159,Theft,No,4
S09026,Pet Insurance,Mobile,29454.6,532015,Weather,No,3
S09027,Pet Insurance,Laptop,2649.96,109174,Hacking,Yes,4
S09028,Pet Insurance,Laptop,11995.93,106168,Weather,No,5
S09029,Cyber Insurance,Cat,36121.07,498914,Health,Yes,3
S09030,Cyber Insurance,Dog,23177.98,307463,Hacking,No,1
S09031,Crop Insurance,Laptop,14276.0,428280,Weather,No,0
S09032,Pet Insurance,Dog,33449.36,989828,Hacking,No,1
S09033,Pet Insurance,Laptop,25038.0,851292,Weather,No,0
S09034,Gadget Insurance,Dog,31874.5,845650,Damage,No,1
S09035,Cyber Insurance,Cat,37878.8,1382865,Hacking,No,5
S09036,Crop Insurance,Mobile,15245.0,121960,Hacking,Yes,0
S09037,Cyber Insurance,Agriculture,2441.0,51261,Theft,No,0
S09038,Crop Insurance,Cat,19074.5,754718,Theft,No,2
S09039,Pet Insurance,Dog,7318.0,102452,Weather,No,0
S09040,Crop Insurance,Data,45921.0,367368,Hacking,Yes,0
S09041,Pet Insurance,Data,6209.95,206912,Health,No,2
S09042,Gadget Insurance,Mobile,29619.09,642240,Theft,No,4
S09043,Gadget Insurance,Dog,27490.26,506668,Theft,Yes,4
S09044,Cyber Insurance,Dog,46863.68,1171104,Health,Yes,2
S09045,Cyber Insurance,Cat,27527.98,935936,Hacking,Yes,3
S09046,Pet Insurance,Agriculture,27353.0,164118,Theft,Yes,0
S09047,Gadget Insurance,Dog,13846.0,207690,Weather,No,0
S09048,Pet Insurance,Laptop,25149.99,340431,Hacking,No,2
S09049,Gadget Insurance,Agriculture,24920.46,882232,Damage,Yes,2
S09050,Crop Insurance,Mobile,37680.62,1281120,Theft,Yes,3
S09051,Pet Insurance,Data,4599.15,96672,Theft,No,5
S09052,Pet Insurance,Mobile,44096.58,956160,Weather,No,4
S09053,Pet Insurance,Cat,32028.36,457548,Theft,Yes,1
S09054,Gadget Insurance,Data,19770.56,634288,Hacking,Yes,5
S09055,Crop Insurance,Mobile,4187.55,59020,Health,No,4
S09056,Gadget Insurance,Mobile,9066.0,117858,Weather,No,0
S09057,Pet Insurance,Cat,26862.72,832104,Damage,No,5
S09058,Pet Insurance,Mobile,42369.01,838204,Damage,No,2
S09059,Pet Insurance,Mobile,33606.2,1035474,Weather,Yes,3
S09060,Cyber Insurance,Laptop,35996.34,1443962,Damage,No,4
S09061,Gadget Insurance,Dog,43274.13,1057494,Damage,Yes,3
S09062,Crop Insurance,Agriculture,31200.03,304434,Damage,Yes,4
S09063,Pet Insurance,Data,35868.48,833301,Health,Yes,5
S09064,Cyber Insurance,Laptop,35814.0,644652,Health,No,0
S09065,Pet Insurance,Cat,5147.94,89301,Health,No,1
S09066,Crop Insurance,Cat,16276.03,345860,Health,No,3
S09067,Gadget Insurance,Agriculture,14201.65,422492,Weather,No,3
S09068,Cyber Insurance,Mobile,28302.4,548720,Weather,Yes,1
S09069,Gadget Insurance,Agriculture,2047.09,47850,Weather,No,3
S09070,Crop Insurance,Data,21684.12,852443,Damage,Yes,3
S09071,Gadget Insurance,Mobile,3121.29,115056,Weather,No,4
S09072,Pet Insurance,Cat,29453.06,638640,Theft,No,4
S09073,Cyber Insurance,Mobile,39990.86,1060982,Hacking,No,1
S09074,Cyber Insurance,Dog,7748.0,116220,Hacking,No,0
S09075,Gadget Insurance,Mobile,12630.49,391244,Health,No,5
S09076,Gadget Insurance,Dog,2216.41,95628,Hacking,No,5
S09077,Gadget Insurance,Cat,34932.34,1373255,Weather,No,3
S09078,Pet Insurance,Agriculture,2182.0,32730,Weather,No,0
S09079,Crop Insurance,Data,7951.72,267762,Hacking,No,1
S09080,Crop Insurance,Laptop,3535.84,50512,Hacking,Yes,1
S09081,Pet Insurance,Laptop,39351.92,682624,Damage,Yes,4
S09082,Crop Insurance,Laptop,30952.98,328870,Health,No,3
S09083,Crop Insurance,Mobile,41741.87,912723,Weather,Yes,2
S09084,Cyber Insurance,Agriculture,37272.34,988858,Weather,No,1
S09085,Crop Insurance,Mobile,42508.94,722640,Damage,Yes,3
S09086,Gadget Insurance,Laptop,7402.0,259070,Theft,Yes,0
S09087,Gadget Insurance,Dog,29225.24,475275,Weather,No,4
S09088,Cyber Insurance,Mobile,2954.01,71896,Damage,Yes,5
S09089,Gadget Insurance,Data,44482.0,533784,Hacking,Yes,0
S09090,Crop Insurance,Data,22266.58,840677,Hacking,No,1
S09091,Pet Insurance,Cat,44553.74,1500279,Damage,Yes,1
S09092,Crop Insurance,Dog,27268.0,1008916,Hacking,No,0
S09093,Crop Insurance,Cat,45008.46,1653372,Health,No,1
S09094,Cyber Insurance,Dog,43651.54,1808781,Weather,No,3
S09095,Gadget Insurance,Dog,13580.84,485030,Hacking,Yes,1
S09096,Pet Insurance,Agriculture,34953.14,947375,Health,No,4
S09097,Gadget Insurance,Mobile,4680.55,149190,Health,Yes,3
S09098,Crop Insurance,Laptop,20356.64,339136,Hacking,Yes,2
S09099,Pet Insurance,Data,27259.68,723216,Damage,No,1
S09100,Gadget Insurance,Dog,46897.9,1435650,Theft,No,1
S09101,Crop Insurance,Mobile,42370.83,826866,Theft,No,4
S09102,Gadget Insurance,Data,39328.86,895419,Health,No,4
S09103,Crop Insurance,Agriculture,26721.71,1123356,Hacking,No,5
S09104,Gadget Insurance,Laptop,42277.0,549601,Health,No,0
S09105,Cyber Insurance,Cat,7473.0,141987,Damage,No,0
S09106,Gadget Insurance,Agriculture,5754.0,172620,Damage,Yes,0
S09107,Crop Insurance,Agriculture,8711.77,179455,Hacking,No,4
S09108,Cyber Insurance,Agriculture,7906.0,221368,Hacking,Yes,0
S09109,Gadget Insurance,Cat,34105.0,716205,Hacking,No,0
S09110,Cyber Insurance,Cat,29647.55,1049580,Hacking,No,2
S09111,Crop Insurance,Cat,28122.0,196854,Health,No,0
S09112,Gadget Insurance,Agriculture,15110.62,493408,Weather,Yes,1
S09113,Cyber Insurance,Cat,36847.43,203820,Theft,No,5
S09114,Pet Insurance,Mobile,34918.09,1097853,Weather,No,4
S09115,Cyber Insurance,Laptop,7128.59,166628,Damage,No,3
S09116,Crop Insurance,Data,21509.7,499716,Health,No,5
S09117,Pet Insurance,Dog,43021.12,940695,Hacking,Yes,2
S09118,Crop Insurance,Cat,15499.47,151236,Theft,Yes,4
S09119,Crop Insurance,Cat,37967.44,823260,Weather,No,4
S09120,Crop Insurance,Laptop,12803.7,78390,Hacking,Yes,1
S09121,Crop Insurance,Agriculture,39138.87,1298970,Health,No,5
S09122,Cyber Insurance,Laptop,20603.97,752202,Health,No,5
S09123,Pet Insurance,Laptop,28337.0,255033,Hacking,No,0
S09124,Crop Insurance,Data,13485.78,509157,Damage,No,1
S09125,Pet Insurance,Agriculture,35435.0,1240225,Weather,Yes,0
S09126,Cyber Insurance,Mobile,5543.0,210634,Damage,No,0
S09127,Cyber Insurance,Laptop,45299.35,1178688,Health,No,4
S09128,Pet Insurance,Data,3567.78,47364,Health,No,5
S09129,Cyber Insurance,Agriculture,15453.0,386325,Hacking,Yes,0
S09130,Pet Insurance,Agriculture,27799.74,607866,Theft,No,2
S09131,Crop Insurance,Laptop,30970.02,1096398,Theft,No,2
S09132,Gadget Insurance,Dog,24429.36,810780,Health,No,5
S09133,Crop Insurance,Dog,47813.51,896130,Weather,No,2
S09134,Cyber Insurance,Cat,6603.23,107385,Hacking,No,4
S09135,Gadget Insurance,Data,47826.94,1171272,Weather,No,1
S09136,Pet Insurance,Mobile,46299.12,1229800,Health,No,3
S09137,Cyber Insurance,Mobile,9770.0,58620,Hacking,No,0
S09138,Pet Insurance,Dog,28891.77,460455,Theft,No,3
S09139,Gadget Insurance,Laptop,16378.74,467964,Weather,Yes,1
S09140,Crop Insurance,Dog,39217.64,880396,Hacking,No,1
S09141,Gadget Insurance,Dog,45336.24,1376256,Health,No,4
S09142,Pet Insurance,Agriculture,21971.07,571925,Health,No,2
S09143,Gadget Insurance,Dog,43307.32,1307697,Health,No,2
S09144,Gadget Insurance,Dog,18453.4,338940,Theft,No,1
S09145,Cyber Insurance,Dog,36360.68,867262,Damage,No,4
S09146,Crop Insurance,Data,41632.01,1308944,Damage,No,4
S09147,Crop Insurance,Cat,12465.97,110328,Health,Yes,5
S09148,Crop Insurance,Agriculture,19010.0,418220,Hacking,No,0
S09149,Pet Insurance,Agriculture,21733.85,452600,Theft,Yes,2
S09150,Crop Insurance,Dog,44448.88,1723528,Theft,No,1
S09151,Gadget Insurance,Laptop,20761.25,849816,Theft,No,5
S09152,Cyber Insurance,Cat,9687.69,72051,Weather,Yes,3
S09153,Cyber Insurance,Mobile,28519.08,920545,Theft,Yes,2
S09154,Gadget Insurance,Agriculture,15768.0,409968,Weather,No,0
S09155,Gadget Insurance,Dog,33904.41,808676,Health,Yes,4
S09156,Cyber Insurance,Cat,1621.9,49650,Hacking,No,1
S09157,Gadget Insurance,Agriculture,17012.53,549134,Theft,No,2
S09158,Pet Insurance,Cat,23392.39,372810,Health,No,3
S09159,Cyber Insurance,Data,33558.0,1006740,Theft,No,0
S09160,Gadget Insurance,Cat,30014.0,1050490,Damage,No,0
S09161,Crop Insurance,Dog,20327.37,404784,Health,No,5
S09162,Pet Insurance,Laptop,23359.81,437814,Theft,Yes,2
S09163,Pet Insurance,Cat,1092.72,44118,Hacking,No,3
S09164,Crop Insurance,Cat,29414.0,911834,Health,No,0
S09165,Gadget Insurance,Mobile,4470.76,77554,Theft,No,1
S09166,Cyber Insurance,Mobile,7673.0,53711,Health,No,0
S09167,Crop Insurance,Data,38269.81,1504457,Theft,No,3
S09168,Gadget Insurance,Data,26597.41,1009260,Weather,Yes,4
S09169,Pet Insurance,Data,9380.48,366120,Theft,No,4
S09170,Gadget Insurance,Data,18843.13,708764,Weather,No,5
S09171,Pet Insurance,Cat,3716.75,112230,Weather,No,2
S09172,Pet Insurance,Agriculture,8298.49,202791,Weather,No,3
S09173,Crop Insurance,Data,19129.68,698379,Hacking,No,5
S09174,Cyber Insurance,Mobile,13138.0,91966,Hacking,No,0
S09175,Pet Insurance,Laptop,38957.0,1519323,Hacking,No,0
S09176,Gadget Insurance,Agriculture,31046.91,302940,Health,Yes,4
S09177,Cyber Insurance,Cat,28236.68,749712,Damage,Yes,5
S09178,Gadget Insurance,Mobile,13056.12,99085,Damage,Yes,4
S09179,Cyber Insurance,Data,42460.46,953194,Health,No,1
S09180,Gadget Insurance,Mobile,6116.22,218823,Theft,Yes,4
S09181,Cyber Insurance,Mobile,20773.06,105985,Hacking,No,1
S09182,Cyber Insurance,Laptop,38249.0,573735,Weather,No,0
S09183,Pet Insurance,Agriculture,40481.19,985248,Damage,No,5
S09184,Pet Insurance,Agriculture,47857.32,1465020,Damage,Yes,1
S09185,Gadget Insurance,Cat,43248.09,1435350,Hacking,No,5
S09186,Crop Insurance,Agriculture,12367.44,164184,Health,No,5
S09187,Crop Insurance,Cat,35763.14,364930,Theft,Yes,1
S09188,Crop Insurance,Mobile,35346.56,1398552,Theft,No,2
S09189,Crop Insurance,Mobile,27381.42,445290,Theft,Yes,4
S09190,Pet Insurance,Cat,41859.72,1366848,Hacking,No,1
S09191,Gadget Insurance,Dog,31262.0,187572,Hacking,Yes,0
S09192,Cyber Insurance,Agriculture,5945.09,236772,Theft,No,5
S09193,Crop Insurance,Cat,18713.72,636256,Damage,No,3
S09194,Crop Insurance,Agriculture,23472.96,814368,Damage,Yes,1
S09195,Crop Insurance,Cat,37200.03,483972,Weather,Yes,4
S09196,Gadget Insurance,Cat,19314.08,641010,Theft,No,5
S09197,Pet Insurance,Cat,1196.66,22428,Health,No,2
S09198,Crop Insurance,Dog,46900.0,1360100,Hacking,Yes,0
S09199,Pet Insurance,Dog,14399.28,479776,Health,Yes,2
S09200,Pet Insurance,Data,7084.35,210756,Hacking,No,3
S09201,Cyber Insurance,Mobile,5213.6,101080,Theft,Yes,1
S09202,Crop Insurance,Cat,31629.09,979748,Theft,No,5
S09203,Pet Insurance,Cat,30610.3,1030755,Damage,No,1
S09204,Cyber Insurance,Agriculture,21054.9,525021,Hacking,Yes,4
S09205,Cyber Insurance,Laptop,5117.56,67886,Health,Yes,1
S09206,Gadget Insurance,Cat,20649.0,578172,Theft,No,0
S09207,Gadget Insurance,Mobile,32230.18,171220,Weather,No,3
S09208,Gadget Insurance,Laptop,6101.42,82589,Theft,No,2
S09209,Gadget Insurance,Agriculture,24422.99,648725,Health,Yes,3
S09210,Pet Insurance,Agriculture,20093.26,577954,Damage,Yes,5
S09211,Cyber Insurance,Laptop,32400.76,1223294,Health,No,1
S09212,Crop Insurance,Dog,30995.44,480060,Weather,Yes,5
S09213,Cyber Insurance,Mobile,39322.62,655104,Theft,No,2
S09214,Crop Insurance,Data,38790.86,686624,Theft,No,5
S09215,Pet Insurance,Dog,5143.12,39032,Theft,No,4
S09216,Pet Insurance,Data,11452.42,377208,Theft,No,3
S09217,Gadget Insurance,Data,33925.17,353240,Hacking,Yes,2
S09218,Crop Insurance,Agriculture,14278.27,341941,Weather,No,2
S09219,Cyber Insurance,Dog,19223.37,620496,Theft,Yes,2
S09220,Pet Insurance,Agriculture,44772.0,1387932,Damage,No,0
S09221,Gadget Insurance,Dog,38864.64,1362669,Damage,No,3
S09222,Pet Insurance,Laptop,11440.02,367024,Weather,Yes,5
S09223,Pet Insurance,Data,47729.0,844849,Damage,No,2
S09224,Crop Insurance,Cat,19397.03,700706,Theft,No,3
S09225,Crop Insurance,Agriculture,15797.62,296082,Damage,No,2
S09226,Gadget Insurance,Dog,10116.53,329040,Theft,No,4
S09227,Gadget Insurance,Agriculture,18861.51,122694,Weather,Yes,4
S09228,Gadget Insurance,Mobile,30754.52,1100319,Weather,No,4
S09229,Crop Insurance,Data,44752.68,1324314,Weather,No,1
S09230,Gadget Insurance,Dog,25708.95,508611,Damage,Yes,2
S09231,Cyber Insurance,Dog,22044.12,764796,Health,Yes,1
S09232,Crop Insurance,Laptop,5938.92,88340,Hacking,No,3
S09233,Crop Insurance,Cat,17309.74,141304,Damage,No,1
S09234,Crop Insurance,Agriculture,21879.89,627669,Weather,No,3
S09235,Cyber Insurance,Dog,3393.0,111755,Hacking,No,3
S09236,Crop Insurance,Laptop,14051.06,179148,Hacking,Yes,3
S09237,Gadget Insurance,Data,30196.38,1068992,Theft,No,5
S09238,Crop Insurance,Data,16206.26,479573,Damage,No,1
S09239,Pet Insurance,Laptop,37918.57,209745,Damage,No,5
S09240,Crop Insurance,Dog,20864.69,651750,Damage,No,2
S09241,Crop Insurance,Dog,32247.88,691026,Theft,No,1
S09242,Gadget Insurance,Dog,5218.81,43472,Hacking,Yes,2
S09243,Cyber Insurance,Mobile,25516.87,903346,Theft,Yes,2
S09244,Pet Insurance,Dog,15364.96,179575,Theft,No,3
S09245,Pet Insurance,Cat,20364.4,249360,Theft,No,1
S09246,Pet Insurance,Dog,10320.46,225666,Damage,Yes,2
S09247,Crop Insurance,Agriculture,5284.25,131767,Health,No,4
S09248,Gadget Insurance,Laptop,37446.96,974775,Health,No,2
S09249,Pet Insurance,Cat,21030.92,456020,Health,No,4
S09250,Crop Insurance,Data,26982.34,165198,Health,No,1
S09251,Gadget Insurance,Mobile,39481.45,786204,Weather,Yes,5
S09252,Crop Insurance,Laptop,35477.96,1267070,Weather,Yes,1
S09253,Pet Insurance,Cat,10027.19,221860,Damage,No,5
S09254,Crop Insurance,Dog,22639.6,425782,Theft,Yes,5
S09255,Pet Insurance,Data,15443.82,583083,Weather,No,1
S09256,Cyber Insurance,Laptop,29726.3,371424,Health,Yes,2
S09257,Crop Insurance,Agriculture,40014.0,1040364,Hacking,No,0
S09258,Cyber Insurance,Laptop,25474.61,583550,Hacking,No,2
S09259,Pet Insurance,Agriculture,8521.63,301682,Theft,No,2
S09260,Cyber Insurance,Cat,9871.22,178296,Theft,No,3
S09261,Pet Insurance,Laptop,12262.79,143319,Weather,Yes,3
S09262,Pet Insurance,Laptop,32499.94,338400,Hacking,Yes,2
S09263,Crop Insurance,Dog,28352.67,891431,Health,No,4
S09264,Gadget Insurance,Mobile,35996.84,1154867,Hacking,Yes,5
S09265,Crop Insurance,Cat,16468.98,472446,Theft,No,3
S09266,Gadget Insurance,Laptop,29254.74,822447,Health,No,2
S09267,Pet Insurance,Mobile,22427.0,695237,Theft,No,0
S09268,Pet Insurance,Data,5840.44,196292,Weather,No,4
S09269,Pet Insurance,Cat,7506.8,206820,Health,No,1
S09270,Crop Insurance,Agriculture,29602.41,277407,Health,No,2
S09271,Pet Insurance,Mobile,46239.42,1444380,Hacking,Yes,2
S09272,Pet Insurance,Dog,9987.42,254127,Theft,No,5
S09273,Crop Insurance,Mobile,29007.56,1163613,Weather,No,4
S09274,Gadget Insurance,Laptop,9207.68,107613,Weather,No,3
S09275,Cyber Insurance,Mobile,2752.99,23400,Health,Yes,3
S09276,Gadget Insurance,Mobile,12970.57,96467,Damage,No,3
S09277,Cyber Insurance,Laptop,37063.6,340380,Weather,No,1
S09278,Cyber Insurance,Laptop,14150.05,521594,Health,No,4
S09279,Cyber Insurance,Data,6090.4,59427,Theft,No,4
S09280,Crop Insurance,Mobile,46203.12,1227250,Weather,No,3
S09281,Cyber Insurance,Mobile,19610.68,104180,Weather,Yes,3
S09282,Pet Insurance,Cat,28401.19,816920,Hacking,No,5
S09283,Pet Insurance,Laptop,36356.0,1090680,Hacking,No,0
S09284,Pet Insurance,Data,4283.0,141339,Damage,No,0
S09285,Gadget Insurance,Agriculture,7805.17,65016,Damage,No,2
S09286,Pet Insurance,Dog,8139.39,220350,Damage,No,2
S09287,Crop Insurance,Cat,26079.96,763425,Hacking,No,4
S09288,Pet Insurance,Cat,20378.8,640726,Hacking,No,4
S09289,Gadget Insurance,Laptop,44607.64,773806,Damage,Yes,1
S09290,Cyber Insurance,Data,43604.12,355952,Weather,No,1
S09291,Pet Insurance,Cat,1531.0,48992,Weather,No,0
S09292,Gadget Insurance,Agriculture,37823.43,275681,Hacking,No,2
S09293,Cyber Insurance,Data,8259.0,107367,Hacking,No,0
S09294,Cyber Insurance,Laptop,22031.0,550775,Health,Yes,0
S09295,Crop Insurance,Agriculture,2103.28,65700,Weather,Yes,2
S09296,Pet Insurance,Agriculture,43335.6,972840,Hacking,Yes,1
S09297,Pet Insurance,Data,12256.26,366093,Health,Yes,5
S09298,Gadget Insurance,Cat,4306.28,57168,Theft,No,5
S09299,Gadget Insurance,Laptop,25826.83,457152,Weather,Yes,5
S09300,Cyber Insurance,Laptop,10252.27,245525,Weather,No,2
S09301,Gadget Insurance,Laptop,11543.72,159445,Health,Yes,3
S09302,Cyber Insurance,Data,28610.35,547164,Damage,No,3
S09303,Crop Insurance,Mobile,5037.26,53520,Damage,No,3
S09304,Gadget Insurance,Dog,21986.49,691273,Damage,No,4
S09305,Pet Insurance,Dog,46581.36,285192,Weather,No,1
S09306,Cyber Insurance,Data,43312.08,1502664,Hacking,No,1
S09307,Crop Insurance,Dog,30819.09,367543,Damage,No,4
S09308,Cyber Insurance,Laptop,25673.0,898555,Hacking,No,0
S09309,Cyber Insurance,Laptop,13752.25,471634,Health,No,5
S09310,Crop Insurance,Mobile,29262.6,932730,Health,No,3
S09311,Crop Insurance,Dog,34847.95,231312,Health,No,5
S09312,Crop Insurance,Cat,24419.23,882130,Hacking,No,3
S09313,Crop Insurance,Data,28628.98,316720,Theft,No,5
S09314,Crop Insurance,Dog,32245.0,1064085,Theft,No,0
S09315,Crop Insurance,Agriculture,43724.46,870696,Weather,Yes,5
S09316,Cyber Insurance,Laptop,40285.94,1559880,Damage,No,5
S09317,Gadget Insurance,Agriculture,37725.47,1414116,Health,Yes,2
S09318,Cyber Insurance,Data,44993.56,1592832,Hacking,Yes,5
S09319,Pet Insurance,Dog,26677.99,666672,Theft,Yes,2
S09320,Gadget Insurance,Mobile,8324.12,118916,Theft,Yes,1
S09321,Cyber Insurance,Laptop,17675.34,134141,Weather,Yes,4
S09322,Pet Insurance,Data,7080.41,117495,Hacking,No,5
S09323,Pet Insurance,Cat,41885.2,1538640,Hacking,Yes,1
S09324,Crop Insurance,Cat,1849.73,32742,Damage,No,2
S09325,Cyber Insurance,Mobile,42882.0,853920,Health,No,5
S09326,Crop Insurance,Laptop,30352.76,738738,Hacking,No,5
S09327,Cyber Insurance,Data,16908.0,135264,Health,No,0
S09328,Gadget Insurance,Cat,33736.5,1067175,Health,No,1
S09329,Gadget Insurance,Agriculture,5918.22,119472,Damage,No,3
S09330,Cyber Insurance,Data,33452.79,639774,Weather,No,3
S09331,Cyber Insurance,Mobile,28225.0,197575,Weather,Yes,0
S09332,Pet Insurance,Agriculture,6669.98,48615,Health,No,2
S09333,Cyber Insurance,Data,1658.38,24668,Damage,No,3
S09334,Gadget Insurance,Mobile,32448.54,482664,Theft,No,3
S09335,Pet Insurance,Mobile,37593.88,570612,Hacking,No,4
S09336,Pet Insurance,Mobile,10436.02,106490,Hacking,No,1
S09337,Pet Insurance,Laptop,16107.83,318668,Theft,No,2
S09338,Cyber Insurance,Dog,28376.79,313930,Hacking,No,5
S09339,Gadget Insurance,Laptop,44619.4,637420,Damage,No,1
S09340,Pet Insurance,Data,21248.85,774375,Health,No,2
S09341,Gadget Insurance,Mobile,7182.24,259454,Hacking,No,3
S09342,Cyber Insurance,Dog,11526.83,487383,Damage,No,4
S09343,Crop Insurance,Laptop,37636.9,460860,Damage,No,1
S09344,Cyber Insurance,Mobile,37670.27,1560936,Health,No,3
S09345,Gadget Insurance,Mobile,32507.62,406176,Health,No,2
S09346,Crop Insurance,Cat,14469.7,265770,Damage,Yes,1
S09347,Gadget Insurance,Mobile,5322.29,211968,Theft,No,5
S09348,Crop Insurance,Dog,16871.68,309888,Damage,No,1
S09349,Pet Insurance,Agriculture,6349.28,80952,Theft,No,3
S09350,Cyber Insurance,Data,17058.86,435175,Weather,No,1
S09351,Pet Insurance,Laptop,23058.12,561198,Theft,No,5
S09352,Pet Insurance,Laptop,3354.65,54555,Health,No,4
S09353,Cyber Insurance,Data,5077.64,71565,Hacking,No,4
S09354,Pet Insurance,Mobile,10222.29,347552,Theft,No,3
S09355,Cyber Insurance,Agriculture,975.77,16256,Theft,No,2
S09356,Gadget Insurance,Agriculture,16763.57,320598,Weather,No,3
S09357,Pet Insurance,Agriculture,9183.1,338504,Hacking,No,4
S09358,Crop Insurance,Mobile,3993.0,23958,Weather,No,0
S09359,Cyber Insurance,Data,34281.0,342810,Theft,Yes,0
S09360,Cyber Insurance,Agriculture,23690.52,701046,Health,No,1
S09361,Crop Insurance,Dog,10380.63,413424,Weather,No,5
S09362,Cyber Insurance,Data,10006.78,51055,Damage,Yes,1
S09363,Pet Insurance,Cat,46544.0,1582496,Health,Yes,0
S09364,Cyber Insurance,Cat,34588.81,225000,Hacking,No,4
S09365,Gadget Insurance,Laptop,24895.92,965352,Health,No,1
S09366,Cyber Insurance,Data,11089.12,200294,Weather,No,3
S09367,Pet Insurance,Data,16057.25,426336,Hacking,No,5
S09368,Cyber Insurance,Agriculture,30787.33,817775,Theft,No,3
S09369,Cyber Insurance,Data,10486.39,266823,Health,No,5
S09370,Crop Insurance,Cat,4422.76,43155,Weather,No,4
S09371,Cyber Insurance,Laptop,29700.86,1000131,Hacking,No,1
S09372,Gadget Insurance,Mobile,40553.5,897280,Theft,No,5
S09373,Cyber Insurance,Dog,44319.79,1412670,Damage,No,3
S09374,Cyber Insurance,Data,8489.74,43315,Hacking,Yes,1
S09375,Pet Insurance,Mobile,26304.18,939435,Weather,No,1
S09376,Pet Insurance,Laptop,13300.93,155452,Hacking,Yes,3
S09377,Gadget Insurance,Cat,6616.0,224944,Theft,No,0
S09378,Gadget Insurance,Agriculture,34943.77,889134,Damage,No,5
S09379,Cyber Insurance,Mobile,10048.17,96084,Damage,Yes,3
S09380,Pet Insurance,Mobile,23655.98,692469,Damage,No,4
S09381,Cyber Insurance,Cat,42800.23,1336950,Weather,No,2
S09382,Gadget Insurance,Agriculture,27646.57,323114,Theft,No,3
S09383,Gadget Insurance,Cat,20866.16,511008,Theft,No,1
S09384,Pet Insurance,Data,31761.8,324100,Theft,Yes,1
S09385,Pet Insurance,Cat,10720.18,250580,Health,No,3
S09386,Pet Insurance,Dog,3883.86,48528,Health,Yes,2
S09387,Gadget Insurance,Agriculture,10578.06,292214,Hacking,Yes,3
S09388,Pet Insurance,Agriculture,37668.81,745218,Weather,No,2
S09389,Cyber Insurance,Dog,20292.29,380322,Health,No,2
S09390,Gadget Insurance,Laptop,29585.88,481140,Damage,Yes,4
S09391,Cyber Insurance,Dog,32917.18,1383808,Theft,Yes,5
S09392,Crop Insurance,Laptop,14273.7,436950,Theft,Yes,1
