Policy_ID,Sub_Type,Vehicle_Type,Vehicle_Age,Annual_Premium,Coverage_Amount,No_Claim_Bonus,Accident_History,Claim_Status,No_Claim_Years
M08320,Third Party,Truck,1,9207.68,185877,0,No,No,3
M08321,Third Party,Car,1,26197.36,320784,0,No,No,1
M08322,Third Party,Bike,5,24553.0,392848,40,No,No,0
M08323,Third Party,Car,10,7486.27,190486,50,No,No,5
M08324,Third Party,Car,5,5452.45,30160,40,No,No,5
M08325,Third Party,Truck,9,12889.53,201315,40,Yes,Yes,2
M08326,Comprehensive,Car,6,9000.32,156128,50,Yes,No,1
M08327,Comprehensive,Bike,2,13029.86,152284,40,No,Yes,3
M08328,Comprehensive,Truck,4,21019.04,278824,10,No,No,1
M08329,Third Party,Car,12,8438.1,186700,30,No,No,5
M08330,Third Party,Car,7,23832.15,284218,20,Yes,No,4
M08331,Comprehensive,Bike,12,10312.0,123744,10,No,No,0
M08332,Comprehensive,Bike,4,20218.34,210520,40,Yes,Yes,2
M08333,Comprehensive,Bike,11,19693.48,106755,40,No,No,4
M08334,Comprehensive,Car,4,12258.08,247456,20,No,Yes,3
M08335,Comprehensive,Car,14,10701.32,150826,20,No,No,4
M08336,Third Party,Truck,14,26752.37,667092,20,No,No,4
M08337,Third Party,Truck,11,13093.86,292152,10,No,No,3
M08338,Comprehensive,Car,3,6192.78,161136,10,No,No,4
M08339,Third Party,Bike,1,10212.89,53170,20,No,No,2
M08340,Comprehensive,Bike,9,15466.99,188221,10,No,No,5
M08341,Third Party,Bike,6,10854.48,221520,50,No,Yes,1
M08342,Comprehensive,Bike,1,10339.75,212990,0,No,Yes,4
M08343,Comprehensive,Bike,2,27725.79,173214,0,No,No,2
M08344,Comprehensive,Bike,13,22216.6,294710,20,Yes,No,1
M08345,Third Party,Bike,0,19450.06,357246,40,No,No,1
M08346,Third Party,Bike,8,16963.27,239083,10,No,Yes,4
M08347,Third Party,Car,7,25389.13,343668,40,No,No,2
M08348,Comprehensive,Car,0,21320.78,353805,10,No,No,5
M08349,Third Party,Car,10,26697.02,607824,20,No,No,4
M08350,Comprehensive,Truck,7,9459.92,110561,30,No,No,3
M08351,Comprehensive,Bike,13,23680.72,386624,30,Yes,No,1
M08352,Comprehensive,Car,5,25523.77,553440,50,Yes,Yes,4
M08353,Third Party,Car,3,14092.4,258840,40,No,Yes,1
M08354,Comprehensive,Truck,8,20689.9,172344,10,No,Yes,2
M08355,Third Party,Bike,13,11194.0,67164,20,No,No,0
M08356,Third Party,Car,10,13990.48,348864,20,Yes,No,4
M08357,Comprehensive,Car,4,21912.85,460598,30,No,Yes,5
M08358,Third Party,Truck,9,24972.2,216592,0,No,Yes,4
M08359,Third Party,Car,13,9517.76,165104,40,No,No,1
M08360,Comprehensive,Truck,4,2034.13,50832,40,Yes,No,2
M08361,Comprehensive,Car,11,9676.39,215901,50,No,Yes,3
M08362,Comprehensive,Bike,10,25849.42,400358,40,No,Yes,5
M08363,Third Party,Car,6,6649.81,96936,0,Yes,No,2
M08364,Comprehensive,Bike,7,25478.58,359099,20,No,No,4
M08365,Comprehensive,Car,8,23310.5,470573,10,No,Yes,3
M08366,Comprehensive,Bike,6,8057.76,192970,10,No,No,2
M08367,Comprehensive,Truck,12,18652.0,335736,40,Yes,No,0
M08368,Comprehensive,Bike,8,5192.12,80416,30,Yes,No,5
M08369,Comprehensive,Car,2,3716.16,79632,40,No,No,1
M08370,Comprehensive,Bike,4,20106.93,397784,20,No,No,2
M08371,Comprehensive,Car,1,9305.32,116268,30,No,No,2
M08372,Third Party,Car,7,12214.0,219852,50,Yes,No,0
M08373,Third Party,Car,3,21770.66,165221,0,No,No,4
M08374,Comprehensive,Bike,10,24952.73,469285,40,No,No,5
M08375,Third Party,Truck,0,18429.14,428148,20,No,No,5
M08376,Third Party,Truck,10,11823.7,156845,30,No,No,1
M08377,Third Party,Truck,2,27620.14,287590,10,No,No,2
M08378,Comprehensive,Car,0,24865.35,237771,20,No,No,3
M08379,Comprehensive,Bike,9,10280.12,96336,20,Yes,No,2
M08380,Third Party,Bike,7,23194.64,260348,50,Yes,Yes,1
M08381,Third Party,Car,2,24835.94,568920,50,No,No,2
M08382,Third Party,Bike,12,21665.0,151655,10,Yes,No,0
M08383,Comprehensive,Car,8,23502.91,367080,20,Yes,No,2
M08384,Third Party,Car,8,16893.44,299030,30,No,No,2
M08385,Comprehensive,Car,1,17189.93,347016,30,No,No,3
M08386,Comprehensive,Bike,14,7491.0,89892,50,No,No,0
M08387,Third Party,Bike,4,4394.0,21970,0,Yes,No,0
M08388,Third Party,Car,6,26409.08,192486,30,No,No,2
M08389,Comprehensive,Bike,6,18838.61,104205,0,Yes,No,5
M08390,Third Party,Bike,0,18996.08,444026,20,Yes,No,3
M08391,Third Party,Bike,1,26759.63,501534,20,Yes,No,2
M08392,Third Party,Bike,13,2664.15,61028,50,No,No,2
M08393,Third Party,Truck,10,20340.88,103780,50,No,No,1
M08394,Comprehensive,Bike,13,14089.46,100639,10,No,No,1
M08395,Third Party,Truck,6,3697.94,85911,10,No,No,5
M08396,Third Party,Bike,7,12739.03,162420,50,Yes,Yes,3
M08397,Comprehensive,Car,0,8823.37,220018,50,No,No,4
M08398,Comprehensive,Car,11,22486.1,206505,10,No,No,1
M08399,Comprehensive,Car,0,25757.13,390950,0,No,Yes,4
M08400,Third Party,Car,4,10603.0,127236,30,Yes,No,0
M08401,Third Party,Car,14,3337.88,27248,0,No,No,1
M08402,Third Party,Truck,1,8019.34,40915,20,No,Yes,1
M08403,Third Party,Car,8,24315.7,490865,10,No,No,3
M08404,Comprehensive,Car,8,18947.99,125772,0,No,No,5
M08405,Third Party,Car,6,21530.84,350145,20,Yes,No,4
M08406,Third Party,Car,9,21192.5,237875,50,No,No,1
M08407,Third Party,Truck,1,18781.7,153320,30,No,No,1
M08408,Comprehensive,Bike,7,3207.58,68160,10,No,Yes,3
M08409,Comprehensive,Bike,4,16138.62,274352,10,Yes,No,3
M08410,Comprehensive,Truck,3,16536.33,402468,40,No,No,5
M08411,Comprehensive,Car,5,13551.43,117536,50,No,No,4
M08412,Third Party,Truck,2,25717.0,462906,40,No,No,0
M08413,Comprehensive,Truck,0,24461.0,324732,20,Yes,Yes,5
M08414,Comprehensive,Car,14,24925.0,523425,30,No,No,0
M08415,Third Party,Bike,13,10626.83,221300,10,No,No,2
M08416,Third Party,Car,11,2334.36,47640,40,Yes,No,1
M08417,Third Party,Bike,5,19829.99,322485,20,No,No,4
M08418,Third Party,Car,1,17266.7,248326,30,No,No,5
M08419,Comprehensive,Car,0,24727.36,605568,20,Yes,Yes,1
M08420,Comprehensive,Car,5,14851.05,161010,40,Yes,No,4
M08421,Third Party,Bike,11,14700.7,175318,20,No,No,4
M08422,Comprehensive,Truck,1,27275.35,177426,40,No,No,4
M08423,Comprehensive,Bike,1,9114.0,213900,0,Yes,No,1
M08424,Comprehensive,Bike,3,26450.53,468192,0,Yes,Yes,5
M08425,Comprehensive,Car,12,19706.68,209380,0,No,Yes,3
M08426,Comprehensive,Bike,4,28825.72,676522,40,No,No,1
M08427,Comprehensive,Car,13,8542.05,120393,10,Yes,No,4
M08428,Comprehensive,Car,7,18468.01,408620,0,No,Yes,5
M08429,Third Party,Car,11,22967.01,478280,20,No,No,2
M08430,Third Party,Bike,3,15795.0,173745,30,No,Yes,0
M08431,Third Party,Car,4,16999.25,258020,20,No,No,4
M08432,Third Party,Bike,9,8860.65,119938,30,No,No,2
M08433,Comprehensive,Truck,10,24083.22,562936,30,Yes,Yes,3
M08434,Third Party,Car,9,19271.96,376092,50,Yes,No,4
M08435,Comprehensive,Bike,4,18811.35,274218,0,No,Yes,2
M08436,Comprehensive,Truck,13,11774.95,63830,0,Yes,No,4
M08437,Third Party,Truck,13,20713.28,105680,20,No,No,1
M08438,Comprehensive,Truck,0,7357.01,97668,20,No,No,5
M08439,Comprehensive,Truck,0,27055.43,647933,20,No,No,2
M08440,Comprehensive,Car,9,2673.8,56202,0,No,No,5
M08441,Comprehensive,Car,14,11108.3,102015,0,No,No,1
M08442,Third Party,Car,7,29140.3,446025,30,No,Yes,1
M08443,Comprehensive,Car,8,10086.85,200862,10,No,No,5
M08444,Comprehensive,Car,14,20383.53,254688,20,Yes,No,2
M08445,Comprehensive,Bike,8,18618.06,411940,10,No,Yes,5
M08446,Comprehensive,Bike,13,2366.46,62832,30,No,No,5
M08447,Third Party,Bike,4,8693.0,139088,20,No,No,0
M08448,Comprehensive,Bike,12,11502.71,95816,0,No,No,2
M08449,Third Party,Car,6,2981.0,56639,0,No,No,0
M08450,Comprehensive,Bike,14,6057.19,137907,10,No,No,4
M08451,Third Party,Bike,7,9084.4,201000,40,No,No,5
M08452,Comprehensive,Bike,3,25155.75,245457,50,No,No,4
M08453,Third Party,Bike,14,28519.08,148475,30,No,No,2
M08454,Comprehensive,Bike,14,25430.0,337596,50,No,No,5
M08455,Comprehensive,Bike,7,4828.6,99465,50,No,No,4
M08456,Comprehensive,Car,9,6648.58,63576,10,No,No,3
M08457,Comprehensive,Car,10,7110.88,79816,30,Yes,No,1
M08458,Comprehensive,Truck,11,15714.66,104310,40,No,No,5
M08459,Comprehensive,Truck,11,9383.5,229800,40,No,No,1
M08460,Third Party,Car,1,23737.0,213633,30,Yes,No,0
M08461,Third Party,Car,4,21173.88,160692,50,No,No,4
M08462,Third Party,Truck,5,4516.0,40644,0,No,No,0
M08463,Comprehensive,Bike,12,10180.86,225260,40,No,No,5
M08464,Third Party,Car,9,20274.24,475824,40,No,Yes,1
M08465,Comprehensive,Truck,7,4506.04,73568,20,No,No,1
M08466,Third Party,Truck,0,18451.98,400100,20,No,Yes,4
M08467,Comprehensive,Car,5,8955.14,59442,40,Yes,No,5
M08468,Comprehensive,Truck,10,4728.55,90432,10,Yes,No,3
M08469,Comprehensive,Car,5,10265.58,196326,10,No,Yes,3
M08470,Comprehensive,Car,10,12865.19,278960,10,No,No,4
M08471,Third Party,Car,0,18656.02,309585,50,No,No,5
M08472,Comprehensive,Truck,12,21509.63,396440,20,No,No,4
M08473,Third Party,Car,12,19454.18,107610,40,No,No,5
M08474,Comprehensive,Truck,9,20141.0,322256,20,No,Yes,0
M08475,Comprehensive,Bike,14,22148.83,360195,20,No,Yes,4
M08476,Third Party,Bike,2,23994.58,159270,50,Yes,Yes,5
M08477,Comprehensive,Truck,8,8678.73,202862,30,No,No,3
M08478,Third Party,Car,5,2632.22,20384,30,Yes,No,5
M08479,Third Party,Truck,13,15322.36,389873,0,Yes,Yes,5
M08480,Comprehensive,Bike,6,6914.99,52479,30,Yes,Yes,4
M08481,Third Party,Truck,1,22226.0,377842,40,No,No,0
M08482,Third Party,Car,0,3839.0,92136,30,No,No,0
M08483,Comprehensive,Bike,3,26652.0,373128,50,No,No,0
M08484,Comprehensive,Truck,8,20456.0,286384,50,No,No,0
M08485,Third Party,Car,5,21400.59,334245,50,Yes,No,2
M08486,Comprehensive,Car,8,8279.18,125664,50,Yes,No,4
M08487,Comprehensive,Car,12,20391.84,291312,50,No,No,1
M08488,Comprehensive,Car,7,14769.88,256208,40,Yes,Yes,4
M08489,Third Party,Car,3,6112.95,101840,10,Yes,No,2
M08490,Third Party,Bike,8,25568.0,409088,40,No,No,0
M08491,Comprehensive,Truck,1,26764.43,390152,0,Yes,No,2
M08492,Third Party,Car,10,17065.69,217584,40,No,Yes,3
M08493,Comprehensive,Truck,8,4127.13,70160,0,No,No,3
M08494,Comprehensive,Bike,8,3121.29,54144,40,No,Yes,4
M08495,Comprehensive,Car,6,19802.32,450849,20,No,No,4
M08496,Comprehensive,Truck,0,3568.18,54615,30,Yes,No,1
M08497,Third Party,Truck,2,27631.1,253755,30,No,No,1
M08498,Third Party,Car,13,2411.33,17934,30,No,No,3
M08499,Third Party,Truck,0,16573.0,397752,20,Yes,No,0
M08500,Third Party,Car,2,2235.81,34920,30,No,Yes,2
M08501,Comprehensive,Bike,13,23452.38,382896,10,No,No,1
M08502,Third Party,Bike,7,24473.66,189525,50,No,Yes,5
M08503,Third Party,Car,3,11669.84,107172,10,No,No,1
M08504,Comprehensive,Truck,6,4893.0,44037,40,No,No,0
M08505,Comprehensive,Truck,1,22821.0,547704,50,No,No,0
M08506,Comprehensive,Truck,13,26490.41,516960,30,No,No,4
M08507,Comprehensive,Truck,4,16716.72,87030,10,No,Yes,2
M08508,Third Party,Bike,9,11491.0,114910,0,No,Yes,0
M08509,Comprehensive,Car,14,5696.74,40691,40,Yes,No,1
M08510,Comprehensive,Car,0,19919.48,325216,50,No,No,1
M08511,Comprehensive,Truck,12,16558.39,175930,0,Yes,No,3
M08512,Comprehensive,Bike,1,9487.0,66409,30,No,No,0
M08513,Comprehensive,Car,0,23936.73,158886,30,No,No,5
M08514,Comprehensive,Bike,5,26951.6,146100,50,No,No,4
M08515,Comprehensive,Car,8,28081.14,204673,50,No,No,2
M08516,Third Party,Bike,6,23436.86,311136,10,Yes,No,5
M08517,Comprehensive,Truck,10,17166.19,316387,20,No,No,4
M08518,Comprehensive,Car,14,1985.48,16208,20,No,No,1
M08519,Third Party,Car,11,10080.52,89216,20,Yes,No,5
M08520,Third Party,Bike,1,15598.17,355131,0,No,No,4
M08521,Comprehensive,Car,8,20808.34,297262,30,Yes,No,1
M08522,Third Party,Bike,12,6463.1,52760,0,No,No,1
M08523,Third Party,Car,13,15522.22,380136,30,No,No,1
M08524,Third Party,Car,12,22250.9,295165,30,No,No,1
M08525,Comprehensive,Bike,0,19048.26,369303,40,No,Yes,1
M08526,Comprehensive,Car,13,25706.78,382382,0,No,No,3
M08527,Comprehensive,Truck,8,6321.12,90909,50,Yes,No,5
M08528,Third Party,Bike,7,14200.78,215544,30,Yes,Yes,4
M08529,Third Party,Truck,1,11251.01,167356,50,Yes,Yes,3
M08530,Comprehensive,Truck,9,5903.16,43904,10,Yes,No,3
M08531,Third Party,Car,7,14447.0,332281,0,Yes,No,0
M08532,Comprehensive,Car,6,23412.0,327768,30,No,Yes,0
M08533,Comprehensive,Car,11,7590.0,68310,10,No,No,0
M08534,Comprehensive,Bike,12,9144.93,133308,10,No,Yes,2
M08535,Third Party,Car,5,21656.0,194904,50,Yes,No,0
M08536,Comprehensive,Truck,14,14226.61,231360,20,No,Yes,4
M08537,Comprehensive,Car,6,19909.98,148078,50,Yes,No,3
M08538,Comprehensive,Bike,4,11856.12,192810,0,No,Yes,4
M08539,Comprehensive,Car,11,14603.74,210028,0,No,No,5
M08540,Third Party,Bike,11,26367.0,342771,30,No,No,0
M08541,Comprehensive,Car,8,20787.86,411255,10,No,Yes,2
M08542,Comprehensive,Car,2,6049.04,53536,50,No,Yes,5
M08543,Comprehensive,Bike,4,9677.95,241848,30,No,No,2
M08544,Comprehensive,Car,8,22735.42,603648,50,No,No,5
M08545,Third Party,Car,8,23055.44,538912,10,No,Yes,3
M08546,Third Party,Car,14,8625.99,168336,0,No,No,4
M08547,Third Party,Truck,5,12742.94,247057,30,No,No,1
M08548,Comprehensive,Truck,0,7590.17,156351,50,No,No,4
M08549,Third Party,Car,2,21059.0,400121,20,No,Yes,0
M08550,Third Party,Truck,13,9787.26,129831,30,No,No,1
M08551,Comprehensive,Car,9,8931.72,55800,40,Yes,Yes,2
M08552,Comprehensive,Car,0,13166.33,139890,10,No,Yes,3
M08553,Third Party,Car,0,23876.16,228312,30,No,Yes,3
M08554,Comprehensive,Car,11,4447.61,74096,30,No,No,2
M08555,Comprehensive,Bike,14,24888.0,472872,20,Yes,No,0
M08556,Comprehensive,Bike,14,21335.29,333225,0,No,No,2
M08557,Third Party,Bike,9,10119.39,111950,0,Yes,No,5
M08558,Third Party,Truck,5,4270.0,21350,0,Yes,No,0
M08559,Comprehensive,Car,6,2520.56,15432,30,No,No,1
M08560,Comprehensive,Car,7,25384.33,132155,30,Yes,No,2
M08561,Comprehensive,Car,8,11852.0,94816,30,No,No,0
M08562,Third Party,Car,6,18927.72,366966,0,No,No,1
M08563,Comprehensive,Truck,9,3030.06,34705,10,Yes,No,2
M08564,Comprehensive,Car,12,22059.66,117190,40,Yes,Yes,3
M08565,Third Party,Truck,10,15896.54,248280,10,No,Yes,2
M08566,Comprehensive,Car,10,12143.9,184324,20,No,No,4
M08567,Third Party,Car,2,9975.67,207740,20,No,No,2
M08568,Comprehensive,Truck,6,10146.97,121011,50,No,No,4
M08569,Comprehensive,Car,12,9350.18,124033,30,Yes,No,1
M08570,Comprehensive,Car,14,20921.35,501032,10,No,No,2
M08571,Comprehensive,Bike,4,23462.18,502761,30,Yes,No,1
M08572,Third Party,Car,9,12683.16,77652,10,Yes,No,1
M08573,Third Party,Car,8,10926.0,240372,30,No,No,0
M08574,Third Party,Truck,0,23320.08,214164,20,Yes,No,1
M08575,Comprehensive,Truck,8,17588.06,233311,30,No,Yes,1
M08576,Third Party,Car,10,23836.17,248190,50,No,No,2
M08577,Comprehensive,Bike,10,7556.43,47208,20,No,No,2
M08578,Comprehensive,Car,12,10485.82,122551,50,Yes,No,3
M08579,Third Party,Car,0,3080.0,36960,10,No,Yes,0
M08580,Comprehensive,Bike,3,26960.78,165066,30,No,No,1
M08581,Third Party,Bike,7,11686.0,105174,10,No,No,0
M08582,Comprehensive,Bike,5,6510.07,141160,40,No,No,4
M08583,Comprehensive,Bike,6,5604.62,108661,40,No,Yes,1
M08584,Comprehensive,Truck,1,4666.0,111984,0,Yes,No,0
M08585,Third Party,Car,3,8367.2,71120,0,No,No,3
M08586,Third Party,Truck,5,17050.63,108696,30,No,No,3
M08587,Comprehensive,Bike,12,17041.22,191279,30,No,No,1
M08588,Comprehensive,Car,14,24852.29,404160,50,Yes,No,4
M08589,Comprehensive,Car,0,8331.43,61964,0,No,No,3
M08590,Comprehensive,Car,5,7636.83,113596,10,No,No,3
M08591,Comprehensive,Truck,12,24731.46,455821,0,No,No,4
M08592,Comprehensive,Truck,3,27951.0,475167,40,No,No,0
M08593,Third Party,Bike,11,13678.34,319726,0,No,No,3
M08594,Third Party,Car,14,16344.09,289306,10,Yes,No,2
M08595,Comprehensive,Truck,2,7892.13,183351,10,Yes,No,5
M08596,Third Party,Car,5,8430.87,223848,40,No,No,5
M08597,Comprehensive,Car,9,13387.52,113792,40,No,No,3
M08598,Third Party,Truck,8,5490.0,76860,30,No,No,0
M08599,Comprehensive,Truck,4,22204.0,421876,0,Yes,No,0
M08600,Comprehensive,Bike,8,23681.7,265815,50,No,No,1
M08601,Comprehensive,Bike,3,15335.67,79840,30,No,No,2
M08602,Comprehensive,Car,9,8333.0,108329,20,No,Yes,0
M08603,Comprehensive,Car,3,8482.1,55176,50,No,Yes,4
M08604,Third Party,Car,13,26492.63,137925,20,No,No,2
M08605,Third Party,Bike,6,23330.2,154860,40,No,Yes,5
M08606,Third Party,Car,9,21743.46,384880,20,No,Yes,2
M08607,Comprehensive,Truck,6,11474.26,62200,40,No,No,4
M08608,Third Party,Bike,12,20490.69,130626,0,Yes,No,3
M08609,Third Party,Truck,12,22137.76,480020,20,No,No,4
M08610,Third Party,Bike,8,26236.76,170670,50,No,No,4
M08611,Comprehensive,Car,10,22218.72,542961,0,No,No,3
M08612,Third Party,Bike,5,10655.23,113210,50,No,Yes,3
M08613,Third Party,Car,14,20306.22,172600,0,Yes,Yes,3
M08614,Comprehensive,Car,1,21542.0,205992,30,No,Yes,3
M08615,Third Party,Car,3,2476.28,44727,40,Yes,No,3
M08616,Comprehensive,Car,1,2008.0,17416,50,Yes,No,4
M08617,Comprehensive,Bike,10,7829.22,63912,30,No,No,1
M08618,Third Party,Bike,14,22169.56,271464,30,No,No,1
M08619,Third Party,Car,14,25597.0,255970,20,No,No,0
M08620,Comprehensive,Bike,9,10411.52,159360,10,No,No,1
M08621,Comprehensive,Car,7,15767.09,279088,50,No,Yes,5
M08622,Comprehensive,Car,5,24059.98,294612,40,No,No,1
M08623,Third Party,Car,11,2934.98,44548,30,No,No,4
M08624,Comprehensive,Truck,0,24150.05,538839,50,Yes,No,3
M08625,Third Party,Bike,12,19581.5,249660,30,Yes,No,3
M08626,Comprehensive,Car,7,7619.68,74349,20,No,No,4
M08627,Comprehensive,Bike,2,2726.23,24128,50,No,No,5
M08628,Third Party,Bike,8,22641.92,277248,10,No,Yes,1
M08629,Comprehensive,Truck,11,27650.75,389714,20,No,No,4
M08630,Comprehensive,Car,1,4714.0,61282,50,No,No,0
M08631,Comprehensive,Car,5,25644.66,517693,50,No,No,3
M08632,Third Party,Car,4,19268.51,461449,50,No,Yes,2
M08633,Comprehensive,Truck,14,11902.0,178530,30,No,No,0
M08634,Comprehensive,Bike,4,7366.05,97788,10,No,Yes,5
M08635,Comprehensive,Car,11,4518.0,45180,30,No,Yes,0
M08636,Comprehensive,Truck,1,18855.05,204420,40,Yes,Yes,4
M08637,Third Party,Bike,4,24684.24,327444,40,No,No,1
M08638,Comprehensive,Car,1,6273.99,79992,50,No,No,3
M08639,Third Party,Car,5,14792.66,261840,30,Yes,No,5
M08640,Comprehensive,Truck,13,21258.41,117590,30,No,Yes,5
M08641,Third Party,Car,5,6318.47,32895,50,Yes,No,2
M08642,Third Party,Truck,11,2977.0,50609,0,No,Yes,0
M08643,Comprehensive,Truck,8,24869.56,595585,10,No,Yes,2
M08644,Comprehensive,Bike,1,22035.3,247335,30,Yes,No,1
M08645,Third Party,Truck,9,10000.9,224510,40,No,No,1
M08646,Comprehensive,Car,4,8645.52,81018,20,Yes,Yes,2
M08647,Comprehensive,Bike,5,10199.7,130044,0,No,No,3
M08648,Third Party,Truck,2,7610.68,139788,30,No,No,1
M08649,Comprehensive,Car,6,25467.89,609914,50,No,No,2
M08650,Third Party,Bike,5,24399.0,487980,50,Yes,No,0
M08651,Comprehensive,Bike,11,5094.92,100795,40,No,No,2
M08652,Comprehensive,Car,3,19169.58,419160,30,Yes,Yes,2
M08653,Comprehensive,Car,8,22208.78,553794,50,No,Yes,4
M08654,Third Party,Car,3,23794.4,169960,20,No,No,1
M08655,Comprehensive,Truck,6,14815.3,220374,30,Yes,No,3
M08656,Third Party,Car,0,14191.29,361872,30,No,Yes,3
M08657,Third Party,Car,9,7273.8,181378,20,No,No,4
M08658,Comprehensive,Car,11,4051.37,49302,30,No,No,5
M08659,Comprehensive,Bike,10,10831.24,172620,30,No,Yes,3
M08660,Comprehensive,Car,9,18718.2,155920,0,No,No,2
M08661,Comprehensive,Car,10,20281.95,329835,20,No,Yes,4
M08662,Comprehensive,Bike,12,16154.0,226156,20,No,No,0
M08663,Comprehensive,Truck,13,22589.0,391850,0,No,No,1
M08664,Third Party,Car,4,8189.86,158783,30,No,No,1
M08665,Comprehensive,Car,2,18047.68,441984,40,No,No,1
M08666,Third Party,Bike,0,2142.65,49082,50,No,No,2
M08667,Comprehensive,Car,10,7391.0,44346,20,No,Yes,0
M08668,Comprehensive,Car,11,9435.83,173910,0,No,Yes,4
M08669,Third Party,Truck,4,10728.06,197727,40,No,No,4
M08670,Comprehensive,Bike,14,23165.24,118190,20,No,No,1
M08671,Comprehensive,Car,10,23565.0,235650,20,No,No,0
M08672,Comprehensive,Car,8,25129.0,477451,40,No,No,0
M08673,Comprehensive,Bike,12,5202.0,124848,50,No,No,0
M08674,Third Party,Bike,0,24420.17,363244,30,Yes,No,3
M08675,Comprehensive,Truck,11,26543.5,338424,50,No,No,3
M08676,Third Party,Car,4,21722.68,398988,10,No,No,1
M08677,Comprehensive,Car,3,24265.0,145590,30,No,Yes,0
M08678,Third Party,Car,0,13007.42,215850,10,Yes,No,5
M08679,Third Party,Car,10,16059.0,224826,0,No,Yes,0
M08680,Third Party,Car,12,3262.42,35370,30,No,No,4
M08681,Comprehensive,Truck,3,24599.56,560070,0,Yes,No,4
M08682,Comprehensive,Car,8,21379.68,261792,0,No,No,1
M08683,Third Party,Car,5,14413.02,111615,40,No,Yes,5
M08684,Third Party,Car,12,25380.0,228420,30,No,No,0
M08685,Third Party,Car,2,24873.19,467789,10,Yes,No,5
M08686,Comprehensive,Bike,6,23073.12,282528,50,No,No,1
M08687,Third Party,Car,12,8763.42,209022,20,No,No,4
M08688,Third Party,Truck,4,8592.78,167688,50,No,No,4
M08689,Third Party,Car,6,19731.15,335424,50,Yes,No,3
M08690,Comprehensive,Car,7,12415.62,190035,10,Yes,No,1
M08691,Third Party,Bike,9,21991.2,359040,30,No,Yes,1
M08692,Comprehensive,Car,6,4944.0,54384,10,Yes,No,0
M08693,Third Party,Truck,3,4920.0,49200,20,No,Yes,0
M08694,Third Party,Truck,5,22562.25,455468,50,No,No,3
M08695,Comprehensive,Car,4,12264.31,255400,20,Yes,No,2
M08696,Comprehensive,Car,10,15147.9,117306,10,No,No,5
M08697,Comprehensive,Car,10,25991.31,162378,30,Yes,Yes,2
M08698,Comprehensive,Car,9,28673.7,238848,20,No,No,2
M08699,Comprehensive,Car,11,20433.0,333600,40,No,No,1
M08700,Comprehensive,Car,1,26904.3,654808,10,No,No,5
M08701,Comprehensive,Car,7,3878.84,51454,10,No,No,1
M08702,Comprehensive,Car,11,6777.6,179952,0,No,No,5
M08703,Third Party,Car,12,15468.11,402480,10,No,No,4
M08704,Comprehensive,Truck,5,6109.32,62340,0,No,No,1
M08705,Comprehensive,Truck,3,8672.02,132735,10,No,No,1
M08706,Third Party,Truck,2,14284.48,116608,50,Yes,No,1
M08707,Third Party,Car,2,10756.88,217151,30,No,No,3
M08708,Comprehensive,Car,10,28555.24,320518,20,No,No,1
M08709,Comprehensive,Bike,5,22945.0,183560,0,No,No,0
M08710,Comprehensive,Bike,1,11008.0,143104,10,Yes,No,0
M08711,Comprehensive,Bike,9,18058.53,459494,30,No,No,5
M08712,Third Party,Car,8,25834.61,476153,10,No,No,4
M08713,Third Party,Car,10,3313.0,84480,0,No,No,3
M08714,Comprehensive,Bike,0,16311.25,415035,0,Yes,No,5
M08715,Comprehensive,Bike,8,21826.0,109130,10,Yes,Yes,0
M08716,Third Party,Car,14,5446.68,104166,30,Yes,Yes,3
M08717,Comprehensive,Car,0,23901.57,406320,30,No,No,3
M08718,Third Party,Car,11,20697.94,201960,40,No,No,4
M08719,Third Party,Car,13,26635.73,396200,20,No,No,3
M08720,Third Party,Car,2,4672.64,81056,10,No,No,1
M08721,Comprehensive,Truck,4,17062.87,308193,30,No,No,3
M08722,Comprehensive,Truck,13,27168.35,382915,20,No,Yes,4
M08723,Comprehensive,Bike,7,25865.69,457840,20,Yes,Yes,5
M08724,Third Party,Car,4,19295.02,146433,30,No,Yes,4
M08725,Comprehensive,Car,13,10943.9,261030,10,No,Yes,4
M08726,Third Party,Car,0,20689.0,434469,20,No,No,0
M08727,Comprehensive,Car,4,22638.0,508200,0,No,No,1
M08728,Third Party,Bike,2,19508.0,214588,20,No,Yes,0
M08729,Comprehensive,Car,6,11225.79,285637,50,No,No,5
M08730,Comprehensive,Bike,6,19430.81,121392,10,No,Yes,2
M08731,Comprehensive,Bike,1,18138.98,361206,10,No,No,5
M08732,Comprehensive,Bike,0,18984.56,348696,40,Yes,No,1
M08733,Third Party,Car,13,26014.55,331680,10,No,No,3
M08734,Comprehensive,Truck,6,8423.07,219168,10,Yes,No,4
M08735,Comprehensive,Bike,13,1948.65,14203,0,No,No,2
M08736,Third Party,Car,10,26376.7,349895,10,Yes,Yes,1
M08737,Third Party,Truck,2,9968.0,129584,30,No,No,0
M08738,Third Party,Bike,1,3722.68,52468,30,No,Yes,4
M08739,Third Party,Car,7,13051.71,129951,30,Yes,Yes,5
M08740,Third Party,Bike,1,10516.0,220836,10,No,No,0
M08741,Third Party,Truck,0,13416.2,191660,20,Yes,No,1
M08742,Comprehensive,Car,4,16852.08,257940,0,No,No,1
M08743,Third Party,Car,5,25368.54,224520,20,No,Yes,5
M08744,Third Party,Car,9,21578.27,494296,50,No,No,2
